explainability_type,target_variable,feature_name,spearman_correlation,abs_spearman_correlation,interpretation,source
State-feature Spearman correlation,dt_profit_proxy,dt_freight_pressure,-0.6326830791956831,0.6326830791956831,moderate_negative,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_profit_proxy,dt_cost_sensitivity,-0.6187413863987915,0.6187413863987915,moderate_negative,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_profit_proxy,dt_base_service,0.6042628815032458,0.6042628815032458,moderate_positive,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_profit_proxy,dt_service_gap,-0.604262881498422,0.604262881498422,moderate_negative,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_profit_proxy,dt_distance_pressure,-0.5980737540257591,0.5980737540257591,moderate_negative,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_profit_proxy,dt_service_pressure,-0.586966321959837,0.586966321959837,moderate_negative,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_profit_proxy,dt_structural_exposure,0.4142418069052581,0.4142418069052581,moderate_positive,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_profit_proxy,dt_value_pressure,-0.39340831920596386,0.39340831920596386,weak_negative,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_profit_proxy,dt_entity_graph_risk,-0.3723656499003607,0.3723656499003607,weak_negative,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_profit_proxy,dt_delivery_pressure,-0.3652518494565401,0.3652518494565401,weak_negative,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_profit_proxy,dt_payment_pressure,-0.2690534870794344,0.2690534870794344,weak_negative,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_profit_proxy,dt_resilience_pressure,-0.25996690115585974,0.25996690115585974,weak_negative,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_profit_proxy,dt_delay_service_graph,-0.24979294748946856,0.24979294748946856,weak_negative,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_profit_proxy,dt_status_pressure,-0.23616222862132089,0.23616222862132089,weak_negative,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_profit_proxy,dt_route_pressure,-0.21831708913777453,0.21831708913777453,weak_negative,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_profit_proxy,dt_seller_pressure,-0.12170870439027284,0.12170870439027284,very_weak_negative,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_profit_proxy,dt_demand_pressure,-0.07909401996173133,0.07909401996173133,very_weak_negative,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_profit_proxy,dt_coordination_opportunity,0.061179451098529083,0.061179451098529083,very_weak_positive,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_profit_proxy,dt_order_complexity,-0.06086150913026389,0.06086150913026389,very_weak_negative,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_profit_proxy,dt_graph_context,0.04972184404866233,0.04972184404866233,very_weak_positive,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_profit_proxy,dt_base_resilience,-0.020748700254670654,0.020748700254670654,very_weak_negative,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_profit_proxy,dt_resilience_gap,0.020748700254670654,0.020748700254670654,very_weak_positive,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_state_pressure_index,dt_base_risk,0.9653228307468272,0.9653228307468272,strong_positive,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_state_pressure_index,dt_risk_delay_pressure,0.9414140402377894,0.9414140402377894,strong_positive,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_state_pressure_index,dt_profit_proxy,-0.8691561404617468,0.8691561404617468,strong_negative,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_state_pressure_index,dt_high_pressure_flag,0.8204876599029687,0.8204876599029687,strong_positive,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_state_pressure_index,dt_low_pressure_flag,-0.8144350970397247,0.8144350970397247,strong_negative,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_state_pressure_index,dt_base_service,-0.7786396350284163,0.7786396350284163,strong_negative,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_state_pressure_index,dt_service_gap,0.7786396349996263,0.7786396349996263,strong_positive,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_state_pressure_index,dt_base_delay,0.717044976325804,0.717044976325804,strong_positive,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_state_pressure_index,dt_service_pressure,0.7146468455729501,0.7146468455729501,strong_positive,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_state_pressure_index,dt_resilience_pressure,0.5232890488345109,0.5232890488345109,moderate_positive,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_state_pressure_index,dt_entity_graph_risk,0.4897432647293099,0.4897432647293099,moderate_positive,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_state_pressure_index,dt_base_cost,0.48440395485888577,0.48440395485888577,moderate_positive,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_state_pressure_index,dt_cost_graph_pressure,0.4713766638558964,0.4713766638558964,moderate_positive,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_state_pressure_index,dt_freight_pressure,0.4585324719098811,0.4585324719098811,moderate_positive,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_state_pressure_index,dt_distance_pressure,0.4282757108594228,0.4282757108594228,moderate_positive,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_state_pressure_index,dt_delivery_pressure,0.4220140414693139,0.4220140414693139,moderate_positive,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_state_pressure_index,dt_delay_service_graph,0.37728991042203,0.37728991042203,weak_positive,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_state_pressure_index,dt_demand_pressure,0.3356502343487495,0.3356502343487495,weak_positive,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_state_pressure_index,dt_base_resilience,-0.32627975718663316,0.32627975718663316,weak_negative,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_state_pressure_index,dt_resilience_gap,0.32627975718663316,0.32627975718663316,weak_positive,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_state_pressure_index,dt_cost_sensitivity,0.2738207341280777,0.2738207341280777,weak_positive,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_state_pressure_index,dt_route_pressure,0.25638020780737053,0.25638020780737053,weak_positive,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_state_pressure_index,dt_status_pressure,0.24840147398530063,0.24840147398530063,weak_positive,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_state_pressure_index,dt_coordination_opportunity,0.24686239864735254,0.24686239864735254,weak_positive,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_state_pressure_index,dt_seller_pressure,0.2455830123956551,0.2455830123956551,weak_positive,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_state_pressure_index,dt_graph_context,0.20607003410950647,0.20607003410950647,weak_positive,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_state_pressure_index,dt_structural_exposure,-0.16172332302665735,0.16172332302665735,very_weak_negative,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_state_pressure_index,dt_payment_pressure,0.15527118932736697,0.15527118932736697,very_weak_positive,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_state_pressure_index,dt_order_complexity,0.1228978418399062,0.1228978418399062,very_weak_positive,Step 20 actual digital-twin state dataset
State-feature Spearman correlation,dt_state_pressure_index,dt_value_pressure,0.11775082128401344,0.11775082128401344,very_weak_positive,Step 20 actual digital-twin state dataset
