baseline_policy,proposed_policy,baseline_mean_reward,proposed_mean_reward,mean_reward_delta,mean_reward_relative_improvement_percent,baseline_mean_risk,proposed_mean_risk,risk_delta,risk_reduction_percent,baseline_mean_delay,proposed_mean_delay,delay_delta,delay_reduction_percent,baseline_mean_service,proposed_mean_service,service_delta,service_improvement_percent,baseline_mean_resilience,proposed_mean_resilience,resilience_delta,resilience_improvement_percent,baseline_mean_profit,proposed_mean_profit,profit_delta,profit_improvement_percent,baseline_mean_cost,proposed_mean_cost,cost_delta,cost_change_percent
risk_avoidance_policy,sthg_cmappo_risk_service_policy,1.683715286214282,2.1320253217800063,0.44831003556572435,26.62623777525467,0.177314587901297,0.16204438645496555,-0.015270201446331455,8.611926196862992,0.4172509526997269,0.32930736187544307,-0.08794359082428382,21.076905937605396,0.8262571989656896,0.9339006572088253,0.1076434582431357,13.027839076970704,0.9003051566544014,0.9792480300392434,0.07894287338484207,8.768457317094512,14.121505770572872,18.92282191333674,4.801316142763868,34.00002960568908,254.07021482422817,241.99213707837848,-12.078077745849697,-4.753834586319218
