alpha,w_low,w_moderate,w_high,valid_accuracy,valid_f1_macro,valid_balanced_accuracy,proposed_model,base_algorithm,candidate_feature_set
0.1,1.2,1.1,1.0,0.6354235911071718,0.6183656276140339,0.6343802543236094,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,1.2,1.1,0.8,0.6319890686165891,0.6183361522759206,0.6314771814144263,CatBoost-RGC,CatBoost,RGC-StrictContext
0.5,1.2,1.0,1.35,0.6467612083610311,0.6183219693269698,0.6445309241980104,CatBoost-RGC,CatBoost,RGC-StrictContext
0.85,1.35,0.8,1.1,0.6494571238643918,0.6183101834827603,0.6474329641942344,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,0.8,1.2,0.9,0.6178078144619248,0.6182964621958457,0.6171815070448057,CatBoost-RGC,CatBoost,RGC-StrictContext
0.15,1.35,1.1,1.0,0.6364576408892828,0.6182886480994304,0.6354973281846804,CatBoost-RGC,CatBoost,RGC-StrictContext
0.15,0.9,1.35,1.2,0.6202452175197577,0.6182725136285943,0.6190884577884476,CatBoost-RGC,CatBoost,RGC-StrictContext
1.0,1.35,0.8,1.1,0.6490139596720585,0.6182582861799792,0.6470071693306041,CatBoost-RGC,CatBoost,RGC-StrictContext
0.15,0.8,1.2,0.8,0.616478321884925,0.6182507538981106,0.6162066744798163,CatBoost-RGC,CatBoost,RGC-StrictContext
0.15,0.9,1.35,0.9,0.616478321884925,0.6182507538981106,0.6162066744798163,CatBoost-RGC,CatBoost,RGC-StrictContext
0.2,1.0,0.9,0.9,0.6376024817194771,0.6182506136160778,0.6363235825774695,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,1.35,1.1,1.0,0.6364207105399217,0.6182505257694432,0.6354512034556548,CatBoost-RGC,CatBoost,RGC-StrictContext
0.2,0.9,1.2,1.35,0.6290715710170618,0.6181902045828608,0.627164985186865,CatBoost-RGC,CatBoost,RGC-StrictContext
0.15,1.2,1.1,1.0,0.6353128000590885,0.6181835100274551,0.6342798448788031,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,1.0,0.9,0.8,0.6350173572641997,0.618174960275307,0.6340449015011899,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,1.2,1.0,0.9,0.6359775463475884,0.6181744748445043,0.6350232478867841,CatBoost-RGC,CatBoost,RGC-StrictContext
0.15,0.8,1.0,1.1,0.6308442277863948,0.6181622030734454,0.6290727232733234,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,1.1,1.0,0.8,0.6330969790974222,0.6181531268902735,0.6323680068546271,CatBoost-RGC,CatBoost,RGC-StrictContext
0.4,0.9,0.8,1.0,0.6438067804121427,0.618139956269624,0.6417721106196943,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,1.35,1.35,0.8,0.6279636605362287,0.6180987591683401,0.6278572678615904,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,0.9,1.1,1.2,0.6313612526774504,0.6180733016812548,0.6296153999104815,CatBoost-RGC,CatBoost,RGC-StrictContext
0.5,1.1,0.9,1.2,0.6462811138193367,0.6180704859511218,0.6441033866904429,CatBoost-RGC,CatBoost,RGC-StrictContext
0.2,1.35,1.2,0.8,0.6312873919787281,0.6180668369145602,0.6309833983444045,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,1.2,1.1,0.9,0.6332816308442278,0.6180542674100783,0.6325061060544818,CatBoost-RGC,CatBoost,RGC-StrictContext
0.2,0.9,0.8,0.8,0.6374916906713938,0.6180440418390122,0.6362193917261575,CatBoost-RGC,CatBoost,RGC-StrictContext
0.2,1.35,1.2,1.2,0.6374916906713938,0.6180440418390122,0.6362193917261575,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,1.1,1.0,0.9,0.6349804269148386,0.6180327722427204,0.6339718535163011,CatBoost-RGC,CatBoost,RGC-StrictContext
0.3,1.2,1.1,1.2,0.6391904867420046,0.6180285829889062,0.6376556665894526,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,1.35,1.35,0.8,0.6278897998375065,0.618009695622379,0.6277860643205596,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,1.0,1.35,1.35,0.6261540734175345,0.6179959325120352,0.6246007850476584,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,1.1,1.2,1.35,0.6353128000590885,0.6179882040972742,0.6335748724655289,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,1.35,1.2,1.1,0.6354974518058941,0.617984004215364,0.634453099697314,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,1.2,1.0,0.8,0.6339463771327277,0.6179658158777385,0.6332726509118202,CatBoost-RGC,CatBoost,RGC-StrictContext
0.2,1.1,1.0,1.0,0.6371962478765049,0.6179590658978866,0.6359076113540153,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,1.1,0.9,0.8,0.6357190339020607,0.6179493144173662,0.6348073546157791,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,0.8,1.1,1.1,0.6252308146835069,0.6179342417936008,0.6236759537061376,CatBoost-RGC,CatBoost,RGC-StrictContext
0.2,1.2,1.1,1.1,0.6370854568284215,0.6179155232205598,0.63578574553402,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,1.2,1.2,0.8,0.6289607799689785,0.6179120730369977,0.6286240449558083,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,1.35,1.35,0.9,0.6289607799689785,0.6179120730369977,0.6286240449558083,CatBoost-RGC,CatBoost,RGC-StrictContext
0.15,1.35,1.1,0.8,0.6328753970012556,0.6178989776248663,0.6324312775074871,CatBoost-RGC,CatBoost,RGC-StrictContext
0.3,1.2,1.0,1.1,0.6399660240785878,0.6178840313033599,0.6384833811333268,CatBoost-RGC,CatBoost,RGC-StrictContext
0.7,1.2,0.8,1.1,0.6485707954797253,0.6178365395188145,0.6464533487177789,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,0.9,1.35,1.0,0.6171430681734249,0.6177709775724046,0.6165534239568521,CatBoost-RGC,CatBoost,RGC-StrictContext
0.3,0.9,1.1,1.35,0.6335770736391166,0.6177605700421441,0.6314264381744344,CatBoost-RGC,CatBoost,RGC-StrictContext
0.3,1.1,1.0,1.1,0.6391166260432823,0.6177504047956648,0.6375683003666052,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,1.35,1.2,0.9,0.6321367900140336,0.6177471969110503,0.6315590430402439,CatBoost-RGC,CatBoost,RGC-StrictContext
0.15,1.2,0.9,0.8,0.6363099194918383,0.6177397244026008,0.6354529117392277,CatBoost-RGC,CatBoost,RGC-StrictContext
0.2,1.35,1.0,0.8,0.6348327055173942,0.6177196678007547,0.6342313063755672,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,0.9,1.35,1.1,0.6183248393529803,0.61771939324588,0.6174525742786363,CatBoost-RGC,CatBoost,RGC-StrictContext
0.2,1.2,1.0,1.0,0.6376763424181993,0.6177132633017505,0.636449409905068,CatBoost-RGC,CatBoost,RGC-StrictContext
0.3,1.35,1.1,1.2,0.6397813723317822,0.6177015776596124,0.6383337215744979,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,0.8,1.2,1.0,0.6186202821478691,0.6176958072762329,0.6176823316879371,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,1.2,1.1,0.8,0.6313612526774504,0.6176654707351086,0.6308415060895793,CatBoost-RGC,CatBoost,RGC-StrictContext
0.4,1.35,0.9,0.8,0.637233178225866,0.6176476080779912,0.6364652547450115,CatBoost-RGC,CatBoost,RGC-StrictContext
0.3,0.8,1.35,0.8,0.61363468498412,0.6176444785444853,0.6138349918269742,CatBoost-RGC,CatBoost,RGC-StrictContext
0.2,1.2,0.9,0.8,0.636199128443755,0.6176061941855989,0.6353509681868073,CatBoost-RGC,CatBoost,RGC-StrictContext
0.15,1.0,1.2,1.35,0.631952138267228,0.617593241875037,0.6301334065158072,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,1.35,1.1,0.9,0.6340202378314499,0.6175868081924024,0.6333187891691195,CatBoost-RGC,CatBoost,RGC-StrictContext
0.5,1.2,0.8,1.0,0.6460595317231701,0.6175660121142889,0.6441934933161759,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,1.35,1.35,0.8,0.6273727749464509,0.6175596458468172,0.6272682143175886,CatBoost-RGC,CatBoost,RGC-StrictContext
0.15,1.35,1.2,0.8,0.6306965063889505,0.6175549104537716,0.6303904986209936,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,1.0,0.9,0.8,0.634389541325061,0.6175504265345532,0.6334103498257887,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,1.2,1.0,0.9,0.6353128000590885,0.6175422179157792,0.6343552984429334,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,1.35,1.1,0.8,0.6325060935076445,0.6175082378624134,0.6320494601959158,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,1.0,1.1,1.2,0.6339094467833666,0.6174951438245073,0.6322414529117854,CatBoost-RGC,CatBoost,RGC-StrictContext
0.4,1.1,0.8,0.9,0.6418864022453652,0.6174900445476568,0.6403580509416741,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,1.2,1.1,1.0,0.6346111234212276,0.6174887702927833,0.6335601742794458,CatBoost-RGC,CatBoost,RGC-StrictContext
0.3,1.0,0.9,1.0,0.6391904867420046,0.6174634995834585,0.6376193436798557,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,0.8,1.0,1.1,0.6301425511485339,0.6174531590375293,0.6283517994787134,CatBoost-RGC,CatBoost,RGC-StrictContext
0.5,1.35,0.8,0.9,0.6432528251717261,0.6174471303251619,0.6418109898832537,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,1.35,1.1,1.0,0.6356082428539774,0.617445151491698,0.6346384700850443,CatBoost-RGC,CatBoost,RGC-StrictContext
0.5,0.8,1.35,1.35,0.6211315459044242,0.6174374452813264,0.6195210595030605,CatBoost-RGC,CatBoost,RGC-StrictContext
0.3,0.8,1.1,1.35,0.6286653371740897,0.6174320242472121,0.6264135120442661,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,1.35,1.2,1.0,0.6332816308442278,0.617430465389547,0.6324779507347748,CatBoost-RGC,CatBoost,RGC-StrictContext
0.2,1.1,0.9,0.9,0.6375286210207548,0.6174091373402343,0.6363109785482224,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,1.2,1.0,0.8,0.63335549154295,0.617408657751847,0.6326705894948806,CatBoost-RGC,CatBoost,RGC-StrictContext
0.3,1.1,0.9,1.0,0.6399290937292267,0.6174043660837626,0.6384296069976393,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,1.35,1.2,1.1,0.6349434965654775,0.6174005009394322,0.6338912856705576,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,1.1,1.0,0.9,0.6343526109756998,0.6173941913096342,0.6333367400161771,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,1.1,1.0,0.8,0.632321441760839,0.6173769300911071,0.6315927983442364,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,0.8,0.9,1.0,0.6333924218923112,0.6173418865954907,0.6316572892174649,CatBoost-RGC,CatBoost,RGC-StrictContext
0.4,0.9,0.9,1.2,0.642846591328754,0.6173401024606823,0.6404738188412153,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,0.9,1.0,1.1,0.6336509343378388,0.6173273633952149,0.6319450278333968,CatBoost-RGC,CatBoost,RGC-StrictContext
0.2,1.35,1.1,1.1,0.6374916906713938,0.6173256222984552,0.6362740802856288,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,1.2,1.1,0.9,0.6325430238570057,0.6173227534677902,0.6317607300454928,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,0.8,0.8,0.8,0.634758844818672,0.6173181555574826,0.6333798486657561,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,0.9,0.9,0.9,0.634758844818672,0.6173181555574826,0.6333798486657561,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,1.0,1.0,1.0,0.634758844818672,0.6173181555574826,0.6333798486657561,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,1.1,1.1,1.1,0.634758844818672,0.6173181555574826,0.6333798486657561,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,1.2,1.2,1.2,0.634758844818672,0.6173181555574826,0.6333798486657561,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,1.35,1.35,1.35,0.634758844818672,0.6173181555574826,0.6333798486657561,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,1.35,1.2,1.0,0.6332077701455056,0.6173084399592246,0.6323975855002154,CatBoost-RGC,CatBoost,RGC-StrictContext
0.15,0.9,0.8,0.8,0.6367530836841716,0.6172825476568494,0.6354746423147951,CatBoost-RGC,CatBoost,RGC-StrictContext
0.15,1.35,1.2,1.2,0.6367530836841716,0.6172825476568494,0.6354746423147951,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,1.35,1.1,0.9,0.6337247950365611,0.6172540458904346,0.633009082908567,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,1.0,0.9,0.8,0.6340202378314499,0.6172471292537619,0.6330402871919022,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,1.1,0.9,0.8,0.6349804269148386,0.6172281402274289,0.6340631670291393,CatBoost-RGC,CatBoost,RGC-StrictContext
0.2,1.0,0.8,0.8,0.637565551370116,0.6171970127786582,0.6363609276359096,CatBoost-RGC,CatBoost,RGC-StrictContext
0.15,0.8,1.1,1.2,0.6261540734175345,0.6171805941565832,0.6243292411065732,CatBoost-RGC,CatBoost,RGC-StrictContext
0.2,1.35,1.0,0.9,0.6361252677450329,0.617167363385064,0.6352480658797693,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,1.1,1.0,0.9,0.634057168180811,0.617166899089791,0.6330366925009724,CatBoost-RGC,CatBoost,RGC-StrictContext
0.4,1.2,0.8,0.8,0.6391904867420046,0.6171406472648506,0.6380880573165081,CatBoost-RGC,CatBoost,RGC-StrictContext
0.4,1.35,0.9,0.9,0.6391904867420046,0.6171406472648506,0.6380880573165081,CatBoost-RGC,CatBoost,RGC-StrictContext
0.15,1.1,1.0,1.0,0.6363837801905606,0.617115560862476,0.6350913774892607,CatBoost-RGC,CatBoost,RGC-StrictContext
0.4,1.0,0.8,1.0,0.6437698500627816,0.6170949026079487,0.6418316900175042,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,1.1,1.2,1.35,0.6345003323731443,0.6170636319489705,0.6327530421742932,CatBoost-RGC,CatBoost,RGC-StrictContext
0.2,1.0,1.0,1.1,0.6366792229854494,0.6170588047509592,0.6350477329853444,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,0.8,1.2,0.9,0.6165891129330083,0.6170156133362168,0.6159443103069949,CatBoost-RGC,CatBoost,RGC-StrictContext
0.15,0.8,1.2,1.1,0.6194696801831745,0.6170129778892973,0.6182185423067953,CatBoost-RGC,CatBoost,RGC-StrictContext
0.15,0.9,1.2,1.35,0.6278159391387843,0.6170067288421385,0.6259165820678182,CatBoost-RGC,CatBoost,RGC-StrictContext
0.15,1.35,1.0,0.8,0.6341679592288944,0.6169978018057897,0.6335631407922587,CatBoost-RGC,CatBoost,RGC-StrictContext
0.15,1.0,0.9,0.9,0.6363468498411995,0.6169938394642093,0.635058671091341,CatBoost-RGC,CatBoost,RGC-StrictContext
0.4,1.2,0.9,1.1,0.6435113376172539,0.6169802422978764,0.6416957019562561,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,1.35,1.2,0.9,0.6313243223280892,0.61697171924447,0.6307483408290667,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,0.8,1.2,0.9,0.6165152522342862,0.6169597648942294,0.615869476726013,CatBoost-RGC,CatBoost,RGC-StrictContext
0.2,1.1,1.1,1.2,0.6364207105399217,0.616947684045768,0.6348127601838489,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,0.9,1.1,1.2,0.6301794814978949,0.6169315450160341,0.628427288391865,CatBoost-RGC,CatBoost,RGC-StrictContext
0.15,1.2,1.0,1.0,0.6370115961296994,0.6169276311111145,0.6357804015846752,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,0.9,1.35,1.1,0.6176231627151193,0.6169269625999695,0.6167300945556647,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,0.9,1.35,1.0,0.6162936701381195,0.6168926641875916,0.6156915405941437,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,1.2,1.0,1.0,0.6369746657803382,0.616891031065062,0.635733995943288,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,1.35,1.1,1.1,0.6370854568284215,0.6168792176600585,0.6358594918032345,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,0.8,1.2,0.8,0.6150749686092031,0.6168782391243514,0.6147801897874848,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,0.9,1.35,0.9,0.6150749686092031,0.6168782391243514,0.6147801897874848,CatBoost-RGC,CatBoost,RGC-StrictContext
0.3,1.2,0.9,0.9,0.6377132727675604,0.6168679338454667,0.6365643328952008,CatBoost-RGC,CatBoost,RGC-StrictContext
0.2,0.9,1.0,1.2,0.635128148312283,0.6168676559183718,0.6331651638623467,CatBoost-RGC,CatBoost,RGC-StrictContext
1.0,0.8,0.9,1.35,0.6407046310658099,0.6168512614197945,0.6378683585484207,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,1.1,0.9,0.9,0.6370485264790605,0.6168491423140082,0.6358198710106776,CatBoost-RGC,CatBoost,RGC-StrictContext
0.15,1.35,1.0,0.9,0.6357559642514218,0.6168400364903192,0.634876252998811,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,0.9,1.35,1.1,0.6174754413176748,0.6168239101756527,0.6165846840312784,CatBoost-RGC,CatBoost,RGC-StrictContext
0.2,0.9,0.9,1.0,0.6366792229854494,0.6168052083004015,0.6350138087411934,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,1.35,1.2,1.1,0.634389541325061,0.6168015599349773,0.6333333178232105,CatBoost-RGC,CatBoost,RGC-StrictContext
0.85,0.8,0.9,1.35,0.6408154221138932,0.6167875814349649,0.6379335257809199,CatBoost-RGC,CatBoost,RGC-StrictContext
0.15,1.1,0.9,0.9,0.6370115961296994,0.616775722291368,0.635787380752216,CatBoost-RGC,CatBoost,RGC-StrictContext
0.5,1.2,0.9,1.2,0.6462072531206146,0.6167697062645026,0.6440854453263288,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,0.9,1.35,1.0,0.6161459487406751,0.6167495639839364,0.6155396261332885,CatBoost-RGC,CatBoost,RGC-StrictContext
0.15,1.35,1.1,1.1,0.6369746657803382,0.6167400281940278,0.6357537020714049,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,1.35,1.1,0.8,0.6318044168697836,0.6167362193070999,0.6313384542382677,CatBoost-RGC,CatBoost,RGC-StrictContext
0.3,0.9,0.8,0.9,0.639005834995199,0.6167289578091176,0.6374003662980141,CatBoost-RGC,CatBoost,RGC-StrictContext
0.3,1.35,1.2,1.35,0.639005834995199,0.6167289578091176,0.6374003662980141,CatBoost-RGC,CatBoost,RGC-StrictContext
0.3,1.35,1.0,1.0,0.6377502031169214,0.6167117663897059,0.6366032404964804,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,1.2,0.9,0.8,0.6353128000590885,0.6167105127221003,0.6344504581351808,CatBoost-RGC,CatBoost,RGC-StrictContext
0.15,1.2,1.1,1.1,0.6359036856488662,0.6167072132843275,0.6346048293224021,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,1.2,1.1,1.1,0.6357928946007829,0.6166982449242381,0.6344808675700698,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,1.0,0.8,0.8,0.6370115961296994,0.6166945051397102,0.6357961101668287,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,0.8,1.2,1.0,0.6177339537632026,0.6166929178305205,0.6167701317315291,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,1.0,1.2,1.35,0.6310658098825614,0.6166785986756884,0.6292453425123955,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,1.2,1.1,1.0,0.6337247950365611,0.6166643325680387,0.6326693229731671,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,1.35,1.2,0.8,0.629810178004284,0.6166554682681059,0.6294882383222952,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,1.2,1.0,0.9,0.634389541325061,0.6166484927741425,0.6334269870493384,CatBoost-RGC,CatBoost,RGC-StrictContext
0.3,1.0,0.8,0.9,0.6398183026811434,0.6166451516017385,0.6382935012408624,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,1.0,0.9,0.9,0.6359406159982274,0.616633635357586,0.6346472374178258,CatBoost-RGC,CatBoost,RGC-StrictContext
0.15,1.0,0.8,0.8,0.6369746657803382,0.6165790984431654,0.6357630580836441,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,0.9,0.8,0.8,0.6360144766969495,0.6165719367149635,0.6347257010387587,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,1.35,1.2,1.2,0.6360144766969495,0.6165719367149635,0.6347257010387587,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,1.35,1.0,0.9,0.6353866607578108,0.6165581652609871,0.6345040944325877,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,1.35,1.0,0.8,0.6336878646872,0.6165352338358016,0.633075188063593,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,1.2,1.1,0.8,0.6302164118472561,0.6165293801745,0.6296942037858688,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,1.35,1.1,1.0,0.634758844818672,0.6165079325778856,0.633781146093022,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,0.9,1.35,1.2,0.6185094910997858,0.6165061142010119,0.6173404120359538,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,0.8,1.2,1.0,0.6174754413176748,0.6164944438042426,0.6165171164553377,CatBoost-RGC,CatBoost,RGC-StrictContext
0.7,1.35,0.8,1.1,0.6480168402393086,0.6164846863384882,0.6459946028815456,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,0.8,0.9,1.0,0.6326168845557278,0.6164554367133749,0.6308715144517385,CatBoost-RGC,CatBoost,RGC-StrictContext
0.3,1.1,0.8,0.8,0.6376394120688381,0.6164076258053026,0.6365023987727582,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,1.1,0.9,0.9,0.6365684319373661,0.6163972793308081,0.6353360453737823,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,1.1,1.0,1.0,0.6356082428539774,0.6163905373058256,0.6343054731777272,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,1.0,0.8,0.8,0.6367530836841716,0.6163531663826459,0.6355298708782419,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,1.1,1.2,1.35,0.6337617253859221,0.6163511782745462,0.6320094164123763,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,1.35,1.1,1.1,0.6365684319373661,0.6163429991034861,0.6353375794813966,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,1.1,0.9,0.8,0.6340940985301721,0.6163420652808415,0.6331718186710414,CatBoost-RGC,CatBoost,RGC-StrictContext
0.15,0.9,1.35,0.8,0.6135608242853977,0.6163302558689595,0.6135883032750277,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,0.8,1.0,1.1,0.6289977103183396,0.6163152477751727,0.6271982741508956,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,1.35,1.0,0.8,0.6335032129403945,0.6163062318208928,0.6328851869177953,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,1.2,1.0,1.0,0.6362729891424773,0.6162641147212702,0.6350281759539527,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,1.35,1.0,0.9,0.635128148312283,0.6162538816831614,0.6342345707893147,CatBoost-RGC,CatBoost,RGC-StrictContext
0.2,1.2,0.9,0.9,0.637233178225866,0.6162252479465051,0.636069724863512,CatBoost-RGC,CatBoost,RGC-StrictContext
0.15,1.1,1.1,1.2,0.6356451732033385,0.6162019473619947,0.634029232717014,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,1.0,0.9,0.9,0.635460521456533,0.616199959481163,0.6341601274262444,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,1.2,1.0,0.8,0.6321367900140336,0.6161899892132604,0.6314458606260319,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,0.9,0.8,0.8,0.6355713125046163,0.6161797561366674,0.634277023417385,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,1.35,1.2,1.2,0.6355713125046163,0.6161797561366674,0.634277023417385,CatBoost-RGC,CatBoost,RGC-StrictContext
0.7,0.8,0.9,1.35,0.6403722579215599,0.616171268704853,0.6374612092583694,CatBoost-RGC,CatBoost,RGC-StrictContext
0.3,0.8,1.35,1.2,0.6169953467759804,0.6161530176293192,0.6159187993974787,CatBoost-RGC,CatBoost,RGC-StrictContext
0.2,1.1,1.0,1.1,0.637565551370116,0.6161210675614829,0.6360049402457897,CatBoost-RGC,CatBoost,RGC-StrictContext
0.2,0.8,1.35,1.0,0.6142625009232587,0.6160994475128735,0.6137385075656983,CatBoost-RGC,CatBoost,RGC-StrictContext
0.4,1.0,0.9,1.2,0.643880641110865,0.6160786308480426,0.6415945220528987,CatBoost-RGC,CatBoost,RGC-StrictContext
0.4,1.35,1.0,1.2,0.642144914690893,0.6160778244006871,0.6404015138683096,CatBoost-RGC,CatBoost,RGC-StrictContext
0.4,1.0,1.0,1.35,0.6419602629440875,0.6160610348928657,0.639542323214859,CatBoost-RGC,CatBoost,RGC-StrictContext
0.85,0.9,0.8,1.2,0.6471305118546421,0.6160514368930842,0.6444672112957652,CatBoost-RGC,CatBoost,RGC-StrictContext
0.2,1.0,0.9,1.0,0.6378240638156437,0.6160156978702709,0.6362451419677538,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,1.2,0.9,0.8,0.6346111234212276,0.6159939715358451,0.6337396683169906,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,1.2,1.1,1.1,0.6350912179629219,0.6159916417041013,0.6337763007759871,CatBoost-RGC,CatBoost,RGC-StrictContext
0.0,1.35,1.1,0.9,0.6325060935076445,0.6159816617554549,0.6317784767008757,CatBoost-RGC,CatBoost,RGC-StrictContext
0.5,1.35,1.0,1.35,0.6459118103257256,0.6159791623444403,0.6437638330215368,CatBoost-RGC,CatBoost,RGC-StrictContext
0.2,1.2,1.0,1.1,0.6381195066105325,0.6159551076726872,0.6366324843184249,CatBoost-RGC,CatBoost,RGC-StrictContext
0.15,0.9,1.0,1.2,0.6342418199276165,0.6159331867082386,0.6322684999901291,CatBoost-RGC,CatBoost,RGC-StrictContext
0.05,1.35,1.2,0.8,0.6290715710170618,0.615931470729772,0.6287464275803538,CatBoost-RGC,CatBoost,RGC-StrictContext
0.5,1.0,0.8,1.1,0.6454317157840314,0.6159171827634521,0.6431795103575274,CatBoost-RGC,CatBoost,RGC-StrictContext
0.2,1.2,1.1,1.2,0.6371962478765049,0.6159143856880589,0.6356475397995759,CatBoost-RGC,CatBoost,RGC-StrictContext
0.1,1.2,0.9,0.9,0.6368638747322549,0.6158847982849566,0.6356830890896404,CatBoost-RGC,CatBoost,RGC-StrictContext
0.85,1.0,0.9,1.35,0.6468350690597533,0.6158793528919279,0.6441596875612005,CatBoost-RGC,CatBoost,RGC-StrictContext
0.15,1.2,0.9,0.9,0.6368638747322549,0.6158768836004821,0.6356967235602043,CatBoost-RGC,CatBoost,RGC-StrictContext
