scenario_name,baseline_policy,proposed_policy,baseline_mean_reward,proposed_mean_reward,reward_delta,reward_relative_improvement_percent,baseline_mean_risk,proposed_mean_risk,risk_reduction_percent,baseline_mean_delay,proposed_mean_delay,delay_reduction_percent,baseline_mean_service,proposed_mean_service,service_improvement_percent,baseline_mean_resilience,proposed_mean_resilience,resilience_improvement_percent
normal,risk_avoidance_policy,sthg_cmappo_risk_service_policy,1.6854179542578094,2.134965784242507,0.4495478299846978,26.672780413251303,0.1776397232303016,0.1623396077116966,8.613003465879721,0.4176067910856729,0.3295895817378451,21.076575196252232,0.8260294791244905,0.9337815496180404,13.044579305784143,0.9001271954134696,0.9791632343851568,8.78054116956019
demand_surge,risk_avoidance_policy,sthg_cmappo_risk_service_policy,1.5662142471375924,2.04371976065463,0.4775055135170374,30.487879572652645,0.1918509010887257,0.1753267763286324,8.61300346587967,0.4384871306399566,0.3460690608247374,21.076575196252236,0.7946144704325208,0.9112605499712116,14.679581593222013,0.887965268252202,0.9700021514584936,9.23874909744682
logistics_disruption,risk_avoidance_policy,sthg_cmappo_risk_service_policy,1.2926931604767484,1.807499143073888,0.5148059825971396,39.82429847522964,0.216720462340968,0.1980543214082699,8.613003465879713,0.5506450699800916,0.4449459353460909,19.195510937348843,0.7639651631371378,0.8857882133172921,15.94615252872284,0.8439921377248667,0.9357604319458172,10.87312193077159
supplier_shock,risk_avoidance_policy,sthg_cmappo_risk_service_policy,1.38831742282949,1.8936741812890256,0.5053567584595355,36.40066386472212,0.2273788457347861,0.2077946978709716,8.613003465879746,0.4844238776593805,0.3823239148159003,21.076575196252225,0.7807994321176897,0.9006002561167764,15.343354396936757,0.8594283573483252,0.9483848435106134,10.350657550648421
combined_stress,risk_avoidance_policy,sthg_cmappo_risk_service_policy,1.1748777973160056,1.6661781890566574,0.49130039174065177,41.8171483760287,0.2451428180578162,0.2240286586421413,8.61300346587971,0.5506666666666666,0.4680172060677401,15.008981948957603,0.7366751313095259,0.8592934935460359,16.644835291038206,0.8321651902917325,0.920009064830046,10.55606213323078
