model_name,split,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,f1_weighted,roc_auc_ovr_macro
XGBoost,train,0.6722933137073352,0.6715468183887543,0.6893097073165512,0.6715468183887543,0.6567891392393098,0.6586094286537496,0.8562594437770731
XGBoost,valid,0.6330231183987001,0.6318034757355209,0.6441196769886269,0.6318034757355209,0.6150603087707499,0.6163604854601507,0.8154256115447359
XGBoost,test,0.6219809439397297,0.6245345141352016,0.629558554837463,0.6245345141352016,0.603234706929829,0.5993426876826943,0.8057458631300412
LightGBM,train,0.7312662725639626,0.73054665598872,0.7503861853349201,0.73054665598872,0.7205093555909766,0.7220404330401613,0.9093301171993096
LightGBM,valid,0.6320629293153113,0.6308890464438464,0.6402161228525556,0.6308890464438464,0.6169202124146653,0.6181467449170537,0.8139236827603472
LightGBM,test,0.6110864908782037,0.6145209850029577,0.6122382029863754,0.6145209850029577,0.5997755056116723,0.5957288966349283,0.7973207294508087
CatBoost,train,0.6651234934276647,0.664084581396108,0.6794137526803841,0.664084581396108,0.6485412663135729,0.6504623498961689,0.8493447350315154
CatBoost,valid,0.634758844818672,0.6333798486657561,0.6430473547447518,0.6333798486657561,0.6173181555574826,0.6186479526618708,0.8146921355972846
CatBoost,test,0.6219070832410074,0.6245125483668655,0.6319672221672569,0.6245125483668655,0.6003360587621813,0.5964654179336599,0.8095311610290414
