scenario_name,policy_name,decision_count,mean_reward,total_reward,std_reward,mean_risk,mean_delay,mean_service,mean_resilience,mean_profit,mean_cost,data_split
logistics_disruption,random_policy,12000,0.9787437374638456,11744.924849566147,1.5648728317992338,0.31224766126225684,0.5409429554756291,0.7071793012585673,0.742718525345716,13.840709094290304,248.47669896983777,test
logistics_disruption,cost_priority_policy,12000,0.5325816950857473,6390.980341028968,1.7585802936315873,0.4119618389082153,0.5506666666666666,0.5987360276585496,0.6288190805458923,13.276180627715645,216.73885138214195,test
logistics_disruption,balanced_policy,12000,0.7703360396954819,9244.032476345783,1.6616606408165102,0.3495226528643549,0.5506666666666666,0.654960485796971,0.6883695835050793,13.79924661700399,235.5857080240673,test
logistics_disruption,resilience_priority_policy,12000,1.1249960645555732,13499.952774666877,1.4757618213511323,0.2726483235902501,0.5506666666666666,0.7363954118948954,0.7870907478882212,14.313681369884119,252.07670758575205,test
logistics_disruption,service_priority_policy,12000,1.1790121588545244,14148.145906254293,1.4201746825587267,0.30760323687105134,0.5028211498072089,0.7830372437960101,0.7676542341024298,14.691932256624002,263.8559929869554,test
logistics_disruption,risk_avoidance_policy,12000,1.2926931604767484,15512.317925720981,1.3317265889872634,0.216720462340968,0.5506450699800916,0.7639651631371378,0.8439921377248667,13.347318171136564,273.2794213079181,test
logistics_disruption,rule_based_policy,12000,1.1509361344104672,13811.233612925605,1.3120997995604036,0.29402617139741394,0.512549400954708,0.7507253903360579,0.7686635681913804,15.471549157841693,250.7042994754768,test
logistics_disruption,q_learning_policy,12000,1.1300124874892472,13560.149849870966,1.3492185844147977,0.2926951959131816,0.5199746005761596,0.7457687493181119,0.768952836062237,14.942631568434432,251.4850672140428,test
supplier_shock,random_policy,12000,0.9842886813689834,11811.4641764278,1.5619651023711454,0.3275209472892546,0.5104172557680324,0.7082396185619142,0.7447572621979761,13.548474626658525,262.2809600237176,test
supplier_shock,cost_priority_policy,12000,0.457645151733091,5491.741820797092,1.7877702026208,0.4317466047247238,0.5506666666666666,0.585426426015616,0.6189266976376381,12.634599271591384,228.77989868114977,test
supplier_shock,balanced_policy,12000,0.7030203027521414,8436.243633025697,1.6875419469809056,0.36667697785890674,0.5506666666666666,0.6427556692992592,0.6799469505749878,13.177216676640747,248.67380291429325,test
supplier_shock,resilience_priority_policy,12000,1.1027324203938824,13232.789044726589,1.4778578195934475,0.28605725753731154,0.5363246396776497,0.7327713956597074,0.7856209697993651,13.896906020887528,266.08096911829375,test
supplier_shock,service_priority_policy,12000,1.2731431621061173,15277.717945273407,1.3344094164550662,0.3227273080276803,0.43205372872323133,0.8002882251839992,0.7819591812993649,14.862023950845257,278.51465926400846,test
supplier_shock,risk_avoidance_policy,12000,1.38831742282949,16659.809073953882,1.2463982575531527,0.22737884573478612,0.48442387765938055,0.7807994321176897,0.8594283573483252,13.41965162759729,288.4616113805801,test
supplier_shock,rule_based_policy,12000,1.2328862467301926,14794.63496076231,1.2237851772951376,0.30848647490876213,0.44508374018001573,0.7639397007401809,0.7817693393617784,15.536858631751286,264.63231611300324,test
supplier_shock,q_learning_policy,12000,1.1973512606155046,14368.215127386055,1.2801505431140718,0.3070870013992182,0.46010521044035885,0.7569934902077863,0.7799608208426797,14.886906152856236,265.45645983704514,test
combined_stress,random_policy,12000,0.8075615877947574,9690.739053537089,1.648355724626471,0.35280840645190664,0.5462303586384548,0.6691142827585556,0.7221865192102588,12.622878180813107,271.4838007263042,test
combined_stress,cost_priority_policy,12000,0.32742793585055724,3929.135230206687,1.8328267402602707,0.46389160789248135,0.5506666666666666,0.5519255246851579,0.6028541960537593,11.69695985259202,236.80726354715503,test
combined_stress,balanced_policy,12000,0.583454295764609,7001.451549175308,1.7291583350836008,0.3951386340371226,0.5506666666666666,0.6108017737044085,0.6659476041436679,12.324513326997215,257.3991995077772,test
combined_stress,resilience_priority_policy,12000,0.9819489889647363,11783.387867576836,1.546011864829666,0.30840548078241403,0.5506666666666666,0.7035251944107997,0.7716024339308826,13.350916173006164,275.41714347332163,test
combined_stress,service_priority_policy,12000,0.9788916399536152,11746.699679443382,1.5493654805578876,0.3479198166435568,0.5288159736466246,0.7444766744175417,0.7412693217501606,13.476196964317825,288.2871034487105,test
combined_stress,risk_avoidance_policy,12000,1.1748777973160056,14098.533567792068,1.3941112709309436,0.24514281805781624,0.5506666666666666,0.7366751313095259,0.8321651902917325,12.44095969809657,298.5830714290215,test
combined_stress,rule_based_policy,12000,0.941895628938784,11302.747547265408,1.385831350425715,0.3325869807610092,0.5321348079632985,0.7024791038802554,0.7437476351903652,13.843830285818308,273.9176605380209,test
combined_stress,q_learning_policy,12000,0.9355387998530262,11226.465598236315,1.4294712708382755,0.3310526110196674,0.5359389999002422,0.7019049153987094,0.7456172101780547,13.453360246803436,274.77072158571343,test
