alpha,w_low,w_moderate,w_high,valid_f1_macro,valid_balanced_accuracy,proposed_model,base_algorithm,candidate_feature_set
1.0,1.15,0.85,1.3,0.9914170891159491,0.9914216894396602,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.3,1.0,1.5,0.9914170388554062,0.9914193773678653,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,0.85,0.7,1.15,0.9914169746539924,0.991413716168481,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.5,1.0,1.3,0.9914160267481451,0.9914291656590203,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.3,1.0,1.15,0.9914159708929252,0.9914323204678995,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.15,1.3,1.0,0.991405941335648,0.9914591224704289,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.3,1.5,1.3,0.9914017010151923,0.99144583368513,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.0,1.0,0.85,0.9913981020194834,0.9914433702467806,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.5,1.5,1.3,0.9913981020194834,0.9914433702467806,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,0.85,1.3,1.5,0.9913964479589401,0.9914257170988447,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.5,1.3,1.15,0.9913944444656165,0.9914355265214082,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,0.85,1.0,1.15,0.9913930238266145,0.9914071557515821,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,1.15,1.3,1.5,0.9913917139173233,0.9914054702774137,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,1.15,1.15,1.5,0.9913864697139246,0.9913880325795968,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.0,0.85,0.85,0.9913842854812719,0.9914114553413156,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.0,0.85,1.5,0.9913834956955464,0.991379691802405,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,0.85,0.7,0.7,0.9913831952624914,0.9914100507795086,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.5,1.0,1.15,0.9913813475382245,0.9914033954764854,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.3,1.0,1.5,0.9913810399329531,0.9913864766512352,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,1.3,1.15,1.3,0.9913808653300529,0.9913967619942096,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,0.85,0.7,0.85,0.9913802053003474,0.9913953574324025,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.15,1.0,1.5,0.9913787802908322,0.9913782224676945,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.0,0.7,1.0,0.9913775715513452,0.9913821981929104,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.0,1.15,0.85,0.9913685474761079,0.991422159434932,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.0,1.3,1.15,0.9913639856918008,0.9914051758367783,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,0.85,0.85,0.7,0.9913632978766973,0.9914102533906926,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.3,1.3,1.15,0.991357710229711,0.99139759120302,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.5,1.15,1.15,0.9913509113233537,0.991382465576998,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.0,0.7,0.7,0.9913473379682033,0.9913784680310346,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.5,1.0,1.0,0.9913466621668864,0.9913776252939503,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.3,0.85,1.0,0.9913431921118203,0.9913644012815547,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.15,0.7,0.85,0.9913420927401478,0.9913629319468442,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.3,1.5,1.15,0.991331611272494,0.9913846345747119,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,0.7,0.85,0.7,0.9913301200916322,0.9913792542876889,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.0,1.5,1.5,0.991325399519781,0.9913598290719335,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,0.85,0.85,0.7,0.9913249587228113,0.9913727285304726,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,0.7,0.85,1.0,0.991319974815486,0.9913320412582388,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.3,1.0,1.0,0.9913137001867138,0.9913452216291395,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.15,0.85,0.85,0.9913130111509275,0.9913443788920553,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.3,1.0,1.0,0.9913078734534309,0.9913344392343459,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.5,1.15,1.15,0.9913078734534309,0.9913344392343459,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.0,0.85,1.5,0.9913065842433916,0.9912984838307614,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.3,0.85,1.3,0.9913007104572306,0.9913004283965439,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.15,1.3,0.85,0.9912966346632155,0.991355363898033,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.15,1.3,1.0,0.991294416790785,0.99134801722448,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,0.85,1.15,1.0,0.9912937563092911,0.9913383155269759,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.15,1.3,1.0,0.9912922159834131,0.991343609220348,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.15,1.15,0.85,0.9912909290535742,0.9913440196785164,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.0,1.5,1.5,0.9912869557237719,0.9913219585264487,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,0.7,1.0,1.5,0.9912813411019014,0.9912805362421903,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.3,0.85,0.85,0.9912717851377737,0.9913025755735104,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.0,0.85,1.15,0.9912684222247239,0.9912753714052861,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.3,0.85,1.5,0.9912675488702171,0.9912631844486853,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,1.3,1.15,1.5,0.9912675188792986,0.9912709634011544,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.0,0.85,1.3,0.9912663122312191,0.9912650860623119,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.3,1.0,1.3,0.9912662678236656,0.9912748743534667,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.5,1.15,1.5,0.9912662678236656,0.9912748743534667,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.3,0.85,1.15,0.991266074616379,0.9912746582140088,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.5,1.0,1.5,0.9912654396387189,0.9912673115404558,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.0,0.7,1.15,0.9912646415804703,0.9912608076039872,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,0.85,1.15,0.85,0.9912600403256597,0.9913131719420673,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.3,1.3,1.0,0.9912539648900589,0.9913064948182967,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.5,1.5,1.15,0.9912539648900589,0.9913064948182967,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.0,1.0,0.85,0.9912484379260421,0.9912938326306239,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.15,1.15,1.0,0.9912476069204872,0.9912894246264919,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.15,1.0,0.85,0.9912475668298167,0.9912913044193711,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,1.0,1.3,1.3,0.9912470130347003,0.9912754662914106,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,1.3,1.3,1.15,0.9912456066312009,0.9912841091123726,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,0.85,0.7,1.0,0.9912293461964432,0.9912320339791273,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.15,0.7,1.0,0.9912281734864207,0.9912371333537889,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.3,1.0,1.5,0.9912267714014962,0.991225594815562,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.0,1.3,0.85,0.9912266836958256,0.9912869047077129,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.0,1.3,1.0,0.9912228996064546,0.9912759927671123,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.15,1.5,1.15,0.9912228996064546,0.9912759927671123,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.3,1.5,1.0,0.9912223292584778,0.9912808760023161,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,0.85,1.0,0.7,0.9912221153041658,0.991278780069979,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,0.7,1.0,0.85,0.9912204148929078,0.9912655778783309,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.15,1.15,0.85,0.9912153777603431,0.9912675006233661,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.3,1.3,1.0,0.9912151114788731,0.9912660312886555,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.5,1.5,1.15,0.9912151114788731,0.9912660312886555,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,0.85,1.3,1.3,0.9912139776844158,0.9912483781407196,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,1.15,1.3,1.15,0.9912123959801975,0.9912510788499355,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,0.7,1.15,1.3,0.9912117776532118,0.9912418094313472,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,1.15,1.5,1.5,0.9912102724569949,0.9912382223435522,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,0.7,1.15,1.5,0.9912093927431052,0.9912300547536623,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,1.0,1.15,1.5,0.9912074573829797,0.9912065883504485,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,0.85,0.85,1.15,0.9912023064129044,0.991199219856148,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,0.85,0.7,1.15,0.9911898823574189,0.9911827544412225,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.0,1.0,0.7,0.9911810764204617,0.9912373224366992,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,0.85,1.15,1.0,0.9911808456065501,0.9912239259263407,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.15,1.5,1.3,0.9911807568453875,0.9912248982092319,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,1.0,1.15,1.0,0.9911783400619759,0.9912226509103405,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.5,1.5,1.3,0.9911742052266295,0.9912173135754735,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.3,1.15,1.0,0.9911727325025504,0.991215628101305,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.3,1.15,1.0,0.991171377613813,0.9912150662765821,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.5,1.3,1.15,0.9911708529516066,0.9912133160295101,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,0.85,1.0,1.3,0.9911702261756764,0.9911701871396743,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,0.85,0.7,1.3,0.9911588488463005,0.9911516039716645,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,0.85,0.7,1.3,0.9911569767511739,0.9911466341428098,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.0,0.7,1.3,0.9911563671891487,0.9911487948480501,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.15,0.85,1.0,0.9911543517080029,0.9911693655339988,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.15,0.85,1.5,0.9911543283063442,0.9911458561786289,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.15,1.5,1.0,0.9911526266058167,0.9912121358996345,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.0,1.15,0.7,0.991149935899943,0.9912128920430678,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.3,1.5,1.0,0.9911491795660452,0.991208484038936,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.3,1.5,1.15,0.9911460213856066,0.9911993223454075,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.3,1.3,0.85,0.991144632224092,0.9912027362459005,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.5,1.5,1.0,0.991144632224092,0.9912027362459005,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,1.3,1.5,1.3,0.9911419198562462,0.9911868762971926,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,0.7,1.3,1.5,0.9911387641554539,0.9911689422368952,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.0,0.85,0.7,0.9911369722203957,0.9911831378428433,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,0.85,1.3,1.5,0.9911353592159156,0.9911615089696912,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.15,1.0,0.85,0.9911344161052469,0.9911787298387115,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.5,1.15,1.0,0.9911317626794994,0.9911750132051095,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,0.7,0.7,1.5,0.991128485013657,0.9911131068285534,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,1.3,1.15,1.15,0.9911241483834665,0.991150250654487,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.15,0.85,0.85,0.9911204402484586,0.9911465340208849,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.15,0.85,1.5,0.991119695803886,0.9911156132190585,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,1.15,1.0,1.15,0.9911194835978404,0.9911340879726702,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.15,0.7,0.85,0.9911162061789285,0.9911330938690316,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.5,0.85,1.15,0.991114885616818,0.9911266547054662,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.15,0.7,1.15,0.9911148420941361,0.991114273430155,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.0,1.3,0.85,0.9911137180839571,0.9911722341947162,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.15,1.5,1.0,0.9911137180839571,0.9911722341947162,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.0,1.15,0.7,0.9911122853311937,0.9911727094257882,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,0.85,1.15,0.85,0.9911118966523733,0.9911653845729825,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.0,1.15,0.85,0.9911098712553413,0.9911662054893194,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,0.7,1.0,0.85,0.9911080583981585,0.991154126947117,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,0.85,0.85,0.7,0.991101635652222,0.9911496105285867,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,0.85,1.3,1.3,0.9911008740367001,0.9911357387871563,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,1.15,1.15,1.0,0.9910993860573992,0.9911428256797565,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.0,1.5,1.5,0.9910990107221713,0.9911300775877718,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.0,0.85,0.7,0.991098436483774,0.9911453320702619,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.3,1.0,0.85,0.9910950270669027,0.9911389576796003,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.5,1.0,0.85,0.9910943457175803,0.9911372722054317,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.15,0.7,0.7,0.991086046497928,0.9911164206071218,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,1.15,1.0,1.3,0.9910800724206178,0.9910833391000549,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.3,0.7,0.85,0.9910790451856855,0.9910991342758592,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,0.7,1.15,1.15,0.9910659985465994,0.9911005259987314,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.5,1.3,1.0,0.991065059801283,0.9911169041306671,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,1.5,1.5,1.3,0.9910626895064393,0.9911067701542473,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,0.85,1.15,1.15,0.9910620229919961,0.9910900892892025,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,1.0,1.3,1.5,0.9910620216573592,0.991073364782663,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,0.85,1.15,1.3,0.9910611694073078,0.991075331169193,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,0.85,1.3,1.5,0.9910576283900331,0.9910789830298915,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.5,1.3,1.15,0.9910561401886259,0.9910948641100079,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,0.7,0.7,1.5,0.9910514471848592,0.9910307104345604,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,0.85,0.85,1.5,0.9910502785870579,0.9910312722592832,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.5,0.85,1.0,0.9910438972761368,0.9910662983321327,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.15,1.3,0.7,0.991040087933272,0.9911044445541787,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.3,1.5,0.85,0.99103917734619,0.9911020677094803,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.15,1.3,0.85,0.9910361994947449,0.9910956285459149,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.15,1.15,0.7,0.9910345211115502,0.9910945696693728,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,0.7,1.0,0.85,0.9910336416083209,0.9910802008761229,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.0,1.0,0.7,0.9910321237494953,0.9910886923305302,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,1.0,1.3,1.15,0.9910289684519599,0.9910679491466187,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,0.7,0.85,1.5,0.9910222501641898,0.9909996465586532,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.5,1.15,1.0,0.9910215278027544,0.9910638431862568,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.3,0.85,0.7,0.9910211324289012,0.9910666304891237,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,0.7,0.7,1.0,0.9910173381636679,0.9910077493756396,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,1.5,1.3,1.5,0.9910075092811534,0.9910215133920106,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.0,0.7,1.3,0.9910043998485243,0.990993725578316,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.15,0.85,1.15,0.9910042201735391,0.9910104500848554,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.3,0.85,1.5,0.991003024699363,0.9909943521759423,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.15,0.85,1.3,0.9910019964166302,0.9910001647418812,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.15,0.7,1.0,0.9910017956212717,0.9910058259412658,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.5,0.85,1.3,0.9910017500323501,0.9910052641165429,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,0.85,1.0,0.7,0.9909998943020407,0.9910586007375143,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.0,1.5,1.3,0.9909969774462833,0.9910412066811923,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,0.85,1.3,1.15,0.9909954800284484,0.9910379223265062,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,0.85,1.5,1.5,0.9909926614886149,0.9910274426648215,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.15,1.0,0.7,0.9909921661425013,0.9910477317490698,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.3,1.15,0.85,0.990990558155045,0.9910426971473116,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.15,1.0,0.85,0.9909842932934853,0.9910286303978318,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.3,1.15,1.0,0.9909836569427174,0.9910245033060615,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.15,0.7,0.7,0.9909720452804045,0.99100209577939,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,1.0,0.85,1.0,0.9909692985433661,0.9909825191970801,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,0.85,1.15,0.7,0.9909679247542537,0.9910306050768355,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,0.85,0.7,0.85,0.9909674875070782,0.9909781111929482,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,0.7,1.0,0.7,0.9909655991216932,0.9910220052080296,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.3,0.7,1.0,0.9909649121172696,0.990973335682804,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.5,1.5,0.85,0.990961373926669,0.9910239279530648,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.3,1.3,0.85,0.9909589826304387,0.9910180506142222,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,0.85,1.0,0.85,0.9909578331872404,0.9910045027373093,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,0.7,1.3,1.3,0.9909565336597931,0.9909916032787702,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.5,1.3,0.85,0.9909557193625437,0.9910131455582712,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,1.0,1.0,0.85,0.9909526004473043,0.9909986035777195,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.3,1.15,0.85,0.9909519231472084,0.9910031411276582,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.5,1.3,1.0,0.9909513866385472,0.9910013908805863,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,0.85,1.3,1.3,0.9909501019879369,0.9909811017963378,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.3,1.0,0.85,0.9909476205523239,0.9909905437128891,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.15,0.85,0.7,0.9909464891537949,0.9909927044181296,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.5,1.0,0.85,0.9909435843992841,0.9909868918521907,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,1.15,1.0,1.0,0.9909369078466418,0.9909626263533875,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.15,1.5,0.85,0.9909334395261812,0.9910002107507107,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.15,1.5,0.85,0.9909307138875638,0.9909934259018804,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.3,1.5,0.85,0.9909298382684671,0.9909965588900121,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.0,1.3,1.0,0.9909253374209129,0.9909783868695093,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.15,1.5,1.15,0.9909253374209129,0.9909783868695093,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.15,1.15,0.7,0.9909228112805826,0.9909849337581343,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,0.7,0.85,0.7,0.9909224888320418,0.9909722286183055,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.5,1.5,1.0,0.9909220127548545,0.9909805257540024,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.3,1.3,1.0,0.9909184121634387,0.990970802235751,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.5,1.5,1.15,0.9909184121634387,0.990970802235751,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.6,0.85,0.85,0.7,0.9909164713427029,0.9909654867216314,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,0.7,1.15,1.3,0.990913063936762,0.9909420428285038,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.85,1.5,1.15,0.85,0.990912207065814,0.9909630880561856,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,0.7,0.7,1.3,0.990903035622158,0.9908799843960545,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
1.0,1.5,0.85,0.85,0.9908981284402906,0.990927953568938,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.0,0.7,0.7,0.9908955585563152,0.9909211039472042,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
0.7,1.0,0.7,0.85,0.9908922800335084,0.9909064106000981,XGBoost-RGC,XGBoost,RGC-RiskIndicator-Graph
