alpha,w_low,w_moderate,w_high,valid_f1_macro,valid_balanced_accuracy,proposed_model,base_algorithm,candidate_feature_set
0.6,0.7,0.7,0.85,0.9942106612946123,0.9942149432662285,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,0.7,0.85,1.3,0.9942104353978377,0.9942133443857109,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,0.85,0.85,1.0,0.9942102908402579,0.9942164126009391,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,0.85,1.0,1.3,0.994210246011037,0.994216283055132,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,0.7,1.3,1.5,0.9942100854489343,0.9942216851629025,LightGBM-RGC,LightGBM,RGC-RiskIndicator
1.0,0.7,1.3,1.3,0.9942099097749417,0.9942246238323239,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.3,1.15,0.85,0.9942093516232496,0.9942264818044554,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,0.7,0.85,1.5,0.9942092681107223,0.9942045283774471,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.3,1.15,1.0,0.9942085585336661,0.994220604465613,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.3,1.15,1.15,0.9942081613738067,0.9942176657961918,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.3,0.85,1.0,0.9942056523133278,0.9942116370907949,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.5,1.0,1.15,0.9942056523133278,0.9942116370907949,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,1.5,0.85,1.15,0.9942049024804137,0.9942069481743016,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,1.3,0.7,0.7,0.9942046344936045,0.9942137330231319,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.15,0.85,1.5,0.9942046006617362,0.9941977864807731,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,1.5,0.85,1.5,0.9942044982216872,0.9942040095048803,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,1.3,1.5,0.7,0.9941788135162671,0.9942058328173294,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.3,1.3,0.7,0.9941785130710082,0.994204493028426,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.5,1.3,0.7,0.9941778729405203,0.9942033693789801,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.15,1.5,1.0,0.9941760611165845,0.9941981404585115,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.5,1.3,1.5,1.5,0.9941754078977478,0.9941791038801772,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,0.85,0.85,1.15,0.9941744919329413,0.9941730104018767,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,0.7,1.15,0.85,0.9941742405841474,0.9941936029085726,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,0.7,1.3,1.15,0.9941740453069103,0.9941900376415251,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,0.7,0.7,1.0,0.9941739415537647,0.9941686023977448,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.0,1.3,1.5,0.994173912527265,0.9941819777766948,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,0.85,1.5,1.15,0.9941733314158167,0.9941897567291638,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,0.85,1.5,1.5,0.994173126969449,0.9941882873944531,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,0.7,1.15,1.5,0.9941730651574409,0.9941815673185265,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,0.85,1.0,1.5,0.9941729805844952,0.994175819525491,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,0.85,1.5,1.5,0.9941724058665947,0.9941859105497549,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.5,1.3,1.0,0.9941712078993348,0.9941874876095249,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.3,1.15,1.3,0.9941708550511144,0.9941772022665507,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.0,0.85,0.85,0.9941705772378544,0.9941798600236105,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,0.85,0.7,0.7,0.9941701417222318,0.9941790172865262,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.5,1.0,0.85,0.9941695245475716,0.9941799895694174,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.0,0.7,0.85,0.9941684980575644,0.9941746740552979,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,1.15,0.7,1.3,0.9941680286757744,0.9941652962223113,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,1.5,0.85,1.3,0.9941677629776521,0.9941679539793711,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.5,0.85,0.7,0.9941676741687174,0.9941783040952489,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.15,0.7,0.85,0.9941676317829535,0.9941729885811293,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,1.3,0.7,0.85,0.9941668663136812,0.9941703308240695,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.3,0.85,1.5,0.9941666941307533,0.9941594188834689,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.3,0.7,0.7,0.994165739626533,0.9941721458440451,LightGBM-RGC,LightGBM,RGC-RiskIndicator
1.0,1.5,0.7,1.15,0.9941656746343418,0.9941647991704919,LightGBM-RGC,LightGBM,RGC-RiskIndicator
1.0,1.5,0.7,1.3,0.9941652608690119,0.9941618605010708,LightGBM-RGC,LightGBM,RGC-RiskIndicator
1.0,1.5,0.7,1.5,0.9941648466924425,0.9941589218316494,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,1.0,1.5,0.7,0.9941424752217175,0.9941702743436397,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.5,1.5,0.7,0.9941421782521709,0.9941713761723379,LightGBM-RGC,LightGBM,RGC-RiskIndicator
1.0,0.7,1.15,0.7,0.9941400817583114,0.9941623010724602,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.0,1.3,0.85,0.9941393877347252,0.9941620849330023,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,0.7,0.85,1.15,0.9941387209232824,0.9941374519281867,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,0.7,0.7,1.5,0.994137335818514,0.9941190419474787,LightGBM-RGC,LightGBM,RGC-RiskIndicator
1.0,0.7,1.3,1.0,0.9941368192439484,0.9941539821160159,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,0.85,1.5,1.3,0.9941364774691085,0.9941522318689439,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,0.7,1.15,1.3,0.9941361681014685,0.9941472620400891,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.0,0.85,0.7,0.9941344682704547,0.9941482125022331,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.15,1.0,0.85,0.9941338913970116,0.9941470240798838,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.5,1.3,1.15,0.9941336886728412,0.9941455547451733,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.15,1.0,1.0,0.9941332829139905,0.9941426160757519,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.5,1.3,1.3,0.9941332829139905,0.9941426160757519,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.15,0.85,1.15,0.9941323484435708,0.9941344914380181,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.15,0.85,1.3,0.9941319479829315,0.9941315527685969,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.5,1.0,1.3,0.9941313789737819,0.9941336487009339,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,1.15,0.7,1.5,0.9941304919253865,0.9941233633579597,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.5,0.85,1.0,0.9941298988035703,0.9941349018961866,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,1.3,0.7,1.0,0.9941295079380109,0.9941298672944283,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,1.3,0.7,1.15,0.9941293012874087,0.9941283979597176,LightGBM-RGC,LightGBM,RGC-RiskIndicator
1.0,1.5,0.7,1.0,0.9941289268889667,0.9941287436449827,LightGBM-RGC,LightGBM,RGC-RiskIndicator
1.0,0.85,1.5,0.85,0.9941031005134033,0.9941256189493245,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.5,1.3,1.5,1.3,0.9941023266559834,0.9941199359291927,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,0.7,1.3,0.85,0.9941013579789327,0.9941223345946383,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.5,1.0,1.15,1.15,0.9941005060605786,0.9941040541597373,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,0.85,1.5,1.0,0.9941004416768299,0.9941205843475664,LightGBM-RGC,LightGBM,RGC-RiskIndicator
1.0,0.7,1.3,0.85,0.9941003764708517,0.9941193959252171,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.5,1.15,1.3,1.3,0.9941003621574169,0.9941037732473759,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,0.85,1.3,1.0,0.9941003024124285,0.994120303435205,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,0.85,1.5,1.0,0.9941001469618872,0.9941211461722892,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,0.7,1.15,1.0,0.9941001234620549,0.9941156145187117,LightGBM-RGC,LightGBM,RGC-RiskIndicator
1.0,0.7,1.3,1.15,0.9940999674583733,0.9941164572557959,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.15,1.0,0.7,0.9940979925382077,0.9941168458932169,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.3,1.15,1.5,0.9940962380286043,0.9940962752072684,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,0.85,0.7,0.85,0.9940962306075302,0.9940995595619545,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.15,1.0,1.15,0.9940959637229877,0.994102152546111,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.5,1.3,1.5,0.9940959637229877,0.994102152546111,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.3,0.85,1.15,0.9940944437596108,0.994096123840714,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.3,0.85,1.3,0.994094038528026,0.9940931851712927,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.5,1.0,1.5,0.994094038528026,0.9940931851712927,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.0,0.7,1.15,0.9940932022691166,0.9940893389918838,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.3,0.85,0.85,0.9940931622110561,0.9941008775301107,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.15,0.7,1.15,0.9940923069063082,0.9940876535177151,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.5,0.85,1.5,0.9940908756283587,0.9940826836888604,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.0,1.15,0.7,0.9940679131929415,0.9940938848342961,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.15,1.3,0.7,0.9940678440872075,0.9940947275713804,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.3,1.5,0.85,0.9940670702676501,0.9940920698143206,LightGBM-RGC,LightGBM,RGC-RiskIndicator
1.0,0.85,1.5,0.7,0.9940670347684589,0.994093971427947,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,0.85,1.15,1.5,0.9940651443817732,0.9940649304189998,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,0.7,1.15,0.7,0.994064906966158,0.9940866247543939,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,0.7,1.15,0.7,0.9940644837130193,0.9940869056667555,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,0.85,1.5,1.15,0.9940630893630252,0.9940821519773587,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,0.85,1.3,1.15,0.9940628323711916,0.9940783705708532,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,0.7,1.0,0.85,0.9940627538174752,0.9940792780808411,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.0,1.5,1.15,0.994062738681215,0.9940824976626237,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,0.85,1.3,1.3,0.9940624222532555,0.994075431901432,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,0.7,1.0,1.0,0.9940621383435956,0.9940748700767091,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,0.7,1.15,1.5,0.9940620466251205,0.994069273650228,LightGBM-RGC,LightGBM,RGC-RiskIndicator
1.0,0.7,1.5,1.5,0.994060852643586,0.9940759289532514,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.0,0.85,1.0,0.9940594355420748,0.9940643467735294,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.15,1.0,1.3,0.9940582352016047,0.9940587503470485,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,0.85,0.7,1.0,0.9940581096165864,0.994053218693471,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.3,1.0,0.85,0.9940576512498804,0.9940702888852755,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.3,1.0,1.0,0.9940575310192744,0.9940658808811437,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.5,1.15,1.15,0.9940575310192744,0.9940658808811437,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.5,1.15,1.0,0.9940574418280015,0.9940688195505648,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.15,0.85,0.85,0.9940573850737233,0.9940655999687822,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.0,0.7,0.7,0.9940566535559413,0.9940641954069752,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.3,0.85,1.15,0.9940559758224913,0.9940545366616272,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.5,1.0,1.0,0.9940558681576935,0.9940636335822521,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.5,1.0,1.3,0.9940556156878207,0.9940548175739886,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.0,0.7,1.3,0.9940554470922905,0.9940459367928214,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,1.3,0.7,1.3,0.9940552013830103,0.9940518789045675,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.3,0.7,0.85,0.9940548666151939,0.9940595712633854,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.15,0.7,1.3,0.9940545369167609,0.9940442513186528,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,1.5,0.7,0.7,0.9940543324921274,0.9940625099328066,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.15,1.5,0.85,0.9940302744387166,0.9940556686035463,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,0.7,1.0,0.7,0.9940269180307612,0.9940490998941742,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.5,0.85,1.0,1.0,0.9940261791321076,0.9940301280887431,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,0.85,1.5,1.3,0.9940258242943595,0.9940416884477177,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.0,1.5,1.3,0.9940252577496663,0.9940405647982719,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.0,1.5,1.5,0.9940248432042603,0.9940376261288506,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.0,0.85,1.15,0.9940217131929855,0.9940209445744671,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.15,0.85,0.7,0.9940207839537477,0.9940339524474048,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.3,1.0,1.15,0.9940201851132063,0.9940254173515024,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.5,1.15,1.3,0.9940201851132063,0.9940254173515024,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.0,0.7,1.0,0.9940201539966199,0.9940201666102864,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.3,1.0,1.3,0.9940198775170789,0.9940195400126601,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.5,1.15,1.5,0.9940198775170789,0.9940195400126601,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.3,0.85,0.7,0.9940193575908168,0.9940331744832239,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.3,0.85,1.0,0.994019346243725,0.9940228891402496,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.15,0.7,1.0,0.9940192345415423,0.9940184811361178,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.5,1.0,0.85,0.9940191159294894,0.9940319860608748,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.5,1.0,1.15,0.9940189957215712,0.9940231700526111,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.5,0.85,1.15,0.9940186289930852,0.9940193886461056,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.5,0.85,1.3,0.9940182141976058,0.9940164499766845,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,1.3,0.7,1.5,0.9940176315737187,0.9940099460402156,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,1.5,0.7,0.85,0.9940165113390124,0.9940191077337442,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.5,0.7,0.7,0.9940157111242457,0.9940214845784426,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.3,1.5,0.7,0.9939942858442431,0.9940243667674339,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.0,1.3,0.7,0.9939937967029376,0.9940210824127478,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.0,1.5,0.85,0.9939936333083911,0.9940195483051336,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.15,1.15,0.7,0.9939924206020555,0.9940177114644108,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.5,1.0,1.15,1.0,0.9939905772776823,0.9940073613485328,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.5,1.15,1.3,1.15,0.9939902229369765,0.9940056111014609,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,0.85,0.85,1.3,0.9939900031181335,0.9939795087619349,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.0,1.0,1.5,0.9939900031181335,0.9939795087619349,LightGBM-RGC,LightGBM,RGC-RiskIndicator
1.0,0.7,1.5,1.15,0.9939877910319552,0.9940052872369435,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.5,1.3,0.85,0.9939874311799489,0.9940086793166891,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.5,0.7,0.7,0.7,0.9939866498507284,0.9939897941049091,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.5,0.85,0.85,0.85,0.9939866498507284,0.9939897941049091,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.5,1.0,1.0,1.0,0.9939866498507284,0.9939897941049091,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.5,1.15,1.15,1.15,0.9939866498507284,0.9939897941049091,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.5,1.3,1.3,1.3,0.9939866498507284,0.9939897941049091,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.5,1.5,1.5,1.5,0.9939866498507284,0.9939897941049091,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.5,1.15,0.85,0.9939842470925626,0.9940011165036782,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.15,0.85,1.0,0.9939831042996491,0.9939876115789211,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.15,0.85,1.15,0.9939827954053869,0.9939817342400787,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.0,0.7,0.85,0.9939821415335643,0.9939847376824035,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.0,0.7,1.5,0.9939820222554986,0.9939650097335392,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.0,0.7,1.0,0.993981407233918,0.9939759216741398,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.15,0.7,0.7,0.9939805899171675,0.9939874602123667,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.15,0.7,1.5,0.993980543849151,0.9939633242593707,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.3,0.7,1.15,0.9939794688931941,0.9939742361999713,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,1.5,0.7,1.0,0.9939791178401931,0.9939786442041031,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,1.5,0.7,1.15,0.9939789022316948,0.9939771748693924,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.15,1.5,0.7,0.9939575120346916,0.9939879655566597,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,0.85,1.15,0.7,0.9939572540060476,0.9939841193772506,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,0.7,1.3,0.7,0.9939549738670159,0.9939795818273119,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,0.85,1.5,0.85,0.9939540510771724,0.9939778315802399,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,0.85,1.3,0.85,0.9939539036527538,0.9939775506678785,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,0.7,0.7,1.15,0.9939536953705175,0.9939393261446551,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.0,1.5,1.0,0.9939529866297999,0.9939758004208064,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.5,0.7,0.85,0.85,0.9939521439259621,0.9939556401930263,LightGBM-RGC,LightGBM,RGC-RiskIndicator
1.0,0.7,1.5,1.0,0.9939513667913779,0.9939707010461447,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,0.7,1.0,1.15,0.9939512839101506,0.9939596377389895,LightGBM-RGC,LightGBM,RGC-RiskIndicator
1.0,0.7,1.5,1.3,0.9939509414570594,0.9939677623767235,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,0.7,1.3,1.3,0.9939486082465147,0.9939624468626039,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.5,1.3,1.15,1.15,0.9939476321495895,0.9939503028581592,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.3,1.0,0.7,0.9939472465621234,0.9939665303128794,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.15,0.7,1.0,0.9939427041299509,0.9939367113397513,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.3,0.7,1.3,0.9939416590510023,0.993930834000909,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.0,1.5,0.7,0.9939208967855412,0.993951845258247,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,0.85,1.3,0.7,0.993919905616473,0.9939477181664764,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,0.85,1.0,1.5,0.9939176509372046,0.9939067063403865,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,0.85,1.3,1.5,0.9939148476138829,0.9939229556158541,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.3,0.85,1.3,0.9939085995454925,0.993898559881905,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.15,0.7,0.85,0.9939065128585994,0.9939080024877951,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.3,0.7,1.0,0.9939063975748567,0.9939050638183738,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.5,0.7,0.85,0.9939047994236322,0.9939089099977828,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,1.5,0.7,1.3,0.9939047588986583,0.993900655814242,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,0.7,0.85,1.3,0.9938816126805605,0.9938694623925279,LightGBM-RGC,LightGBM,RGC-RiskIndicator
1.0,0.7,1.3,0.7,0.9938807009408919,0.993904532106872,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,0.7,1.3,0.85,0.9938764360540047,0.9938976824851383,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.5,1.5,1.5,1.3,0.993876411053754,0.9938933822060662,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,0.7,1.5,1.15,0.993875388472835,0.9938926478833802,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,0.7,1.5,1.5,0.9938751677785711,0.9938911785486697,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.5,1.15,1.0,1.0,0.9938727312684005,0.9938752531377194,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.5,1.0,1.5,0.9938712826049132,0.9938613159340467,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.3,0.7,1.5,0.9938676193359307,0.9938499069416267,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,1.5,0.7,1.5,0.9938671449222728,0.9938587229498904,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,0.85,1.5,0.7,0.9938445155945604,0.9938726036731332,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.5,0.85,1.0,0.85,0.9938431822012305,0.9938627935612309,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,0.7,1.0,1.3,0.9938420029571509,0.9938417476442104,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.3,1.15,0.7,0.9938415015865808,0.9938673958840732,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.5,1.15,1.15,1.0,0.9938395078578588,0.9938558573458462,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,0.7,1.3,1.0,0.9938393662230265,0.9938586882902078,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.5,1.3,1.3,1.15,0.9938393005797875,0.9938543880111356,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.85,0.7,1.5,1.3,0.9938385410835336,0.9938551230231604,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,0.7,1.3,1.5,0.9938380514479918,0.9938498722819441,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.3,1.0,1.5,0.993835635078722,0.9938260383727181,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.15,0.85,1.3,0.9938354733819664,0.9938257574603567,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.5,1.5,1.3,1.3,0.9938352807178252,0.9938377282774996,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,1.0,0.7,1.15,0.9938349727976027,0.9938214142291284,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.7,1.5,0.7,1.15,0.9938293141553891,0.9938235749343688,LightGBM-RGC,LightGBM,RGC-RiskIndicator
1.0,0.7,1.5,0.85,0.9938050337146792,0.9938279482788182,LightGBM-RGC,LightGBM,RGC-RiskIndicator
0.6,0.7,1.15,0.85,0.9938026708195755,0.9938235402746863,LightGBM-RGC,LightGBM,RGC-RiskIndicator
