relation,edge_count,total_order_count,avg_risk_score,avg_delay_gap,total_sales,total_profit
category_to_region,546,126363,0.3145197157477874,0.586742768296899,24873018.68977566,2657671.552697717
supplier_proxy_to_shipping,475,126363,0.35124246849202456,0.8825027787356599,24873018.68977566,2657671.552697717
supplier_proxy_to_market,475,126363,0.35124246849202456,0.8825027787356599,24873018.68977566,2657671.552697717
category_to_supplier_proxy,475,126363,0.35124246849202456,0.8825027787356599,24873018.68977566,2657671.552697717
category_to_market,120,126363,0.3183775855198384,0.5888854332464876,24873018.68977566,2657671.552697717
category_to_shipping,96,126363,0.3500361630282724,0.87610280694803,24873018.68977566,2657671.552697717
buyer_agent_to_region,69,126363,0.2968417548981841,0.5585046161986527,24873018.68977566,2657671.5526977167
product_to_category,54,126363,0.3337047480304253,0.5804402834681106,24873018.68977566,2657671.552697717
