model_name,split,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,f1_weighted,roc_auc_ovr_macro
XGBoost-RGC,train,0.6725148975570381,0.6717959301210724,0.6900780274223591,0.6717959301210724,0.656879927185377,0.6586939579349628,0.8565287661435188
XGBoost-RGC,valid,0.6341679592288944,0.6329461320748941,0.6466043885583099,0.6329461320748941,0.6157796452626113,0.6170809649136181,0.8155173069929633
XGBoost-RGC,test,0.6230519240712017,0.6250277669624297,0.6321801640732363,0.6250277669624297,0.604268225345921,0.6004939052675988,0.8092001746472434
LightGBM-RGC,train,0.7312662725639626,0.73054665598872,0.7503861853349201,0.73054665598872,0.7205093555909766,0.7220404330401613,0.9093301171993096
LightGBM-RGC,valid,0.6320629293153113,0.6308890464438464,0.6402161228525556,0.6308890464438464,0.6169202124146653,0.6181467449170537,0.8139236827603472
LightGBM-RGC,test,0.6110864908782037,0.6145209850029577,0.6122382029863754,0.6145209850029577,0.5997755056116723,0.5957288966349283,0.7973207294508087
CatBoost-RGC,train,0.6652896813149419,0.6642507611232632,0.6796222355461369,0.6642507611232632,0.6486615502080944,0.6505845288332716,0.8494084450016093
CatBoost-RGC,valid,0.6350173572641997,0.633641809496018,0.6435564500696063,0.633641809496018,0.6174789600660076,0.6188089846310662,0.8147976772085913
CatBoost-RGC,test,0.6220178742890907,0.6246150725071858,0.6325062334222765,0.6246150725071858,0.6003056661010572,0.5963982639029513,0.81006528277188
