model_name,split,accuracy,balanced_accuracy,precision_macro,recall_macro,f1_macro,f1_weighted,roc_auc_ovr_macro
XGBoost-RGC,train,0.9980374001883463,0.9980381943452161,0.9980042641129453,0.9980381943452161,0.9980208549050738,0.9980378466149498,0.9999900416079038
XGBoost-RGC,valid,0.994017283403501,0.9940112723008454,0.9939720215220641,0.9940112723008454,0.9939897264957844,0.9940197718448401,0.9998758222560973
XGBoost-RGC,test,0.9934263978137233,0.9932348601327817,0.9936096028829645,0.9932348601327817,0.9934169192780739,0.9934287700894924,0.9996297220063922
LightGBM-RGC,train,1.0,1.0,1.0,1.0,1.0,1.0,1.0
LightGBM-RGC,valid,0.9948666814388064,0.9948520231528825,0.9948313487257091,0.9948520231528825,0.9948411650704573,0.9948679710119752,0.9999459712561105
LightGBM-RGC,test,0.9946450993426398,0.9945603388912678,0.9946936490080825,0.9945603388912678,0.9946263447549772,0.9946456152582696,0.9999013569829106
CatBoost-RGC,train,0.9953229980294864,0.9952598634671382,0.9953112608475806,0.9952598634671382,0.9952845525063087,0.995321249696655,0.9999525203232459
CatBoost-RGC,valid,0.9930570943201122,0.9930155523009989,0.993028569106983,0.9930155523009989,0.9930215592343302,0.9930552923746931,0.9998558636801239
CatBoost-RGC,test,0.992613930127779,0.9925674261582778,0.9925336881855255,0.9925674261582778,0.9925504571233977,0.9926133166388037,0.9998262308889343
