relation,edge_count,total_order_count,avg_risk_score,avg_delay_gap,total_sales,total_profit
category_to_region,691,180519,0.3017293806259562,0.5803253506436662,36784735.01337984,3966902.974050357
supplier_proxy_to_shipping,639,180519,0.3371476054335521,0.8828779617080065,36784735.01337985,3966902.974050357
supplier_proxy_to_market,639,180519,0.3371476054335521,0.8828779617080065,36784735.01337985,3966902.974050357
category_to_supplier_proxy,639,180519,0.3371476054335521,0.8828779617080065,36784735.01337985,3966902.974050357
category_to_shipping,199,180519,0.3197929451178006,0.8860402397765264,36784735.01337985,3966902.974050357
category_to_market,162,180519,0.3019642790895195,0.57802002621386,36784735.01337984,3966902.974050357
product_to_category,118,180519,0.30711235467810327,0.5664349934389483,36784735.01337985,3966902.974050357
buyer_agent_to_region,69,180519,0.2942193253740903,0.5620356060761971,36784735.01337985,3966902.974050357
