scenario_name,policy_name,decision_count,mean_reward,total_reward,std_reward,mean_risk,mean_delay,mean_service,mean_resilience,mean_profit,mean_cost,data_split
normal,sthg_cmappo_pareto_policy,126363,1.6580385578591434,209514.72628675494,1.0838520303879686,0.19843480328137697,0.4173813810923886,0.8217024616543429,0.8957971757322299,12.409028884507991,203.20517419801016,train
normal,sthg_cmappo_adaptive_hybrid_policy,126363,1.9373768708249024,244812.75352804715,0.9435888457726886,0.20264694277641127,0.3658826395270798,0.891381698056886,0.9317157479193681,15.931571453137106,178.48053103377774,train
normal,sthg_cmappo_risk_service_policy,126363,2.1074546052579657,266304.2862842123,0.8191498134481895,0.17534434465888124,0.3285543337944994,0.9317773572743454,0.9765288730467837,15.33963466218576,199.50751112955018,train
normal,sthg_cmappo_cost_resilient_policy,126363,1.784141478407602,225449.4696360198,1.051296703555905,0.22110827432556515,0.3995107363602979,0.8600006308629147,0.9020989558400353,15.667182960252571,181.8041935225239,train
normal,sthg_cmappo_pareto_policy,27078,1.680170933782946,45495.668544974615,1.081451011709144,0.19586475647813836,0.41117051930486004,0.8246103374089964,0.897764526089811,13.390608912554878,207.67157348058197,valid
normal,sthg_cmappo_adaptive_hybrid_policy,27078,1.9574150278729932,53002.88412474491,0.9387994077897874,0.1998060288263146,0.3601999347934706,0.8934875277482738,0.93327523480312,17.117386192106633,182.49980140419834,valid
normal,sthg_cmappo_risk_service_policy,27078,2.1241064049802163,57516.5532340543,0.8135503736683178,0.17288561502944658,0.32345576001274784,0.9332249932037977,0.977339437215957,16.51136437990758,203.97737243737558,valid
normal,sthg_cmappo_cost_resilient_policy,27078,1.8066053845779464,48919.26060360163,1.0471930316098645,0.21801075540295636,0.39332320306731455,0.8625958447988358,0.9041309052077604,16.838106219463786,185.89121637880203,valid
normal,sthg_cmappo_pareto_policy,27078,1.691642406559379,45806.29308481486,1.0705734859850147,0.1826754403207997,0.41714260766549843,0.8255425256648028,0.9001656543709708,15.257392390359465,246.5236851544395,test
normal,sthg_cmappo_adaptive_hybrid_policy,27078,1.965927194844741,53233.3765820059,0.9335085211125872,0.18727201883954875,0.36674378673851216,0.8939210074168141,0.9350543363615477,19.622475250642314,216.5692742691457,test
normal,sthg_cmappo_risk_service_policy,27078,2.1320253217800063,57730.98166315901,0.8106593864395166,0.16204438645496555,0.32930736187544307,0.9339006572088253,0.9792480300392434,18.92282191333674,241.99213707837848,test
normal,sthg_cmappo_cost_resilient_policy,27078,1.8157415782068311,49166.650454684575,1.0395567258898841,0.2043191642488489,0.4003699806554919,0.8629427498368513,0.9058287232948915,19.26269504698439,220.59542590103663,test
