module,task_type,model_or_policy,mean_reward,mean_risk,mean_delay,mean_service,mean_resilience,mean_profit,mean_cost,data_split,scenario_name,reward_improvement_vs_best_baseline_percent,risk_reduction_vs_best_baseline_percent,delay_reduction_vs_best_baseline_percent,service_improvement_vs_best_baseline_percent,resilience_improvement_vs_best_baseline_percent,profit_improvement_vs_best_baseline_percent,cost_change_vs_best_baseline_percent
Digital Twin Decision Optimization,Best Step 09 baseline policy,risk_avoidance_policy,1.683715286214282,0.177314587901297,0.4172509526997269,0.8262571989656896,0.9003051566544014,14.121505770572872,254.07021482422817,test,normal,,,,,,,
Digital Twin Decision Optimization,Proposed STHG-CMAPPO / CMARL policy,sthg_cmappo_risk_service_policy,2.1320253217800063,0.1620443864549655,0.329307361875443,0.9339006572088252,0.9792480300392434,18.92282191333674,241.99213707837848,test,normal,26.62623777525467,8.611926196862992,21.0769059376054,13.027839076970704,8.768457317094512,34.00002960568908,-4.753834586319218
