node_type,node_count,avg_risk_score,avg_order_count,total_orders,avg_graph_risk_centrality
supplier_proxy,639,0.3371476054335521,282.5023474178404,180519,0.16954937063700545
product,118,0.30711235467810327,1529.822033898305,180519,0.15397339997938628
buyer_agent,69,0.2942193253740903,2616.217391304348,180519,0.1475268853273798
category,50,0.28419032168824176,3610.38,180519,0.15249347380607273
region,23,0.29405900166248294,7848.652173913043,180519,0.1568370044803412
market,5,0.29507605602032233,36103.8,180519,0.20082281890881223
shipping,4,0.33162704312931507,45129.75,180519,0.23493372712987232
