policy_name,policy_group,split,scenario,coordinated_action,rows,mean_reward,total_reward,std_reward,mean_risk,mean_delay,mean_service,mean_resilience,mean_cost,mean_profit_proxy,dominant_action,dominant_action_percent,action_entropy,unique_actions_used,selection_score
sthg_cmappo_cost_resilient_policy,Proposed-CMARL,valid,normal,1,16897,8.289310584561152,140064.48094732978,0.5098649913106658,0.058532948349158,0.12143980465173733,0.9741560256017815,0.9585681081482661,0.40805175278232214,0.8683021183297787,seller_risk_avoidance,77.68834704385394,0.6993295412168288,4,8.363843255213803
