table_name,column_name,value,count,percent
order_reviews,review_score,5,57328,57.7763
order_reviews,review_score,4,19142,19.2917
order_reviews,review_score,1,11424,11.5133
order_reviews,review_score,3,8179,8.243
order_reviews,review_score,2,3151,3.1756
