node_id,node_type,node_value,node_record_count,node_unique_orders,node_mean_risk,node_late_rate,node_low_review_rate,node_mean_freight,node_mean_delay_days
seller::3febca52652e7209509ccfe61cbde40e,seller,3febca52652e7209509ccfe61cbde40e,2,2,0.7051488989706296,1.0,0.5,8.45,-12.046788194444446
seller::9e17b9d64683aebcbb9ee362d06463b4,seller,9e17b9d64683aebcbb9ee362d06463b4,3,2,0.7049575941673977,1.0,1.0,12.656666666666666,-12.046788194444446
seller::cf281cf8b7affbdfe751b29cc85580e1,seller,cf281cf8b7affbdfe751b29cc85580e1,1,1,0.7034772237017312,1.0,1.0,25.33,-12.046788194444446
seller::deaadd805612bf94faaa9fa702516e11,seller,deaadd805612bf94faaa9fa702516e11,1,1,0.7022311986458302,1.0,1.0,15.11,-12.046788194444446
seller::ad8ada0ffa993cb1197d102d9ab21a3e,seller,ad8ada0ffa993cb1197d102d9ab21a3e,2,1,0.7021055598507944,1.0,1.0,28.18,-12.046788194444446
seller::3bfad056cf05c00dabe2f895925d83b1,seller,3bfad056cf05c00dabe2f895925d83b1,5,1,0.7019603269212267,1.0,1.0,9.34,-12.046788194444446
seller::f9eda05b67bef472deaddbba84aca289,seller,f9eda05b67bef472deaddbba84aca289,1,1,0.7018370438464697,1.0,1.0,51.79,-12.046788194444446
seller::60ad151920c4f6f3ebbe8cfdf6166779,seller,60ad151920c4f6f3ebbe8cfdf6166779,2,2,0.701446891322252,1.0,1.0,10.335,-12.046788194444446
seller::4bc3d93e4a5f88a598d3d8ce4ae510b3,seller,4bc3d93e4a5f88a598d3d8ce4ae510b3,1,1,0.7009433967621054,1.0,1.0,19.28,-12.046788194444446
seller::77dcbb67ccb3659bd58eaf5661560a30,seller,77dcbb67ccb3659bd58eaf5661560a30,2,2,0.7003833878061575,1.0,1.0,49.28,-12.046788194444446
seller::62d977e2b2aee830de3e039a28490d12,seller,62d977e2b2aee830de3e039a28490d12,2,2,0.6997804629731077,1.0,1.0,16.16,-12.046788194444446
seller::5c603ffb38cbbf25a0e0698941324143,seller,5c603ffb38cbbf25a0e0698941324143,2,2,0.6986374535107592,1.0,1.0,22.405,-12.046788194444446
seller::001e6ad469a905060d959994f1b41e4f,seller,001e6ad469a905060d959994f1b41e4f,1,1,0.6959575265147636,1.0,1.0,17.94,-12.046788194444446
seller::4342d4b2ba6b161468c63a7e7cfce593,seller,4342d4b2ba6b161468c63a7e7cfce593,20,20,0.6944303656908046,0.95,0.9,14.8105,-11.401382523148149
seller::e3e15e2c0b9700561efac21c6be48066,seller,e3e15e2c0b9700561efac21c6be48066,4,3,0.6939910329661505,1.0,0.5,10.625,-12.046788194444446
seller::1967a9e2ad6f51802b093147d861df58,seller,1967a9e2ad6f51802b093147d861df58,2,2,0.6936302781964436,1.0,1.0,22.880000000000003,-12.046788194444446
seller::a4e634166243bbb3a13fa584463fa468,seller,a4e634166243bbb3a13fa584463fa468,2,2,0.6929680087743513,1.0,1.0,22.814999999999998,-12.046788194444446
seller::64b87978a11c1ea7501a89eabe8c2c1a,seller,64b87978a11c1ea7501a89eabe8c2c1a,7,7,0.6923312209284838,1.0,0.7142857142857143,14.557142857142859,-12.046788194444446
