scenario,baseline_policy,proposed_policy,baseline_reward,proposed_reward,reward_improvement_percent,baseline_risk,proposed_risk,risk_reduction_percent,baseline_delay,proposed_delay,delay_reduction_percent,baseline_service,proposed_service,service_improvement_percent,baseline_resilience,proposed_resilience,resilience_improvement_percent,baseline_unique_actions,proposed_unique_actions
normal,seller_risk_avoidance_policy,sthg_cmappo_cost_resilient_policy,7.478605240017239,8.31062975777175,11.125396929663225,0.06661906809743375,0.057849895928182286,13.163156465092099,0.135731377302558,0.11511184023485818,15.191429923927558,0.9280747572555508,0.9779152876386152,5.370314190038958,0.9057977227560815,0.9637393008682607,6.396745835911314,1,4
demand_surge,seller_risk_avoidance_policy,sthg_cmappo_cost_resilient_policy,6.991282186543818,7.875815288049132,12.651943919640138,0.0953558130493303,0.07555772826400554,20.762326021049855,0.23111555636228567,0.2017280508551453,12.715503001915597,0.9101850330809084,0.9614592798991678,5.633387163563866,0.8545530750361807,0.9293593784463605,8.753851059164768,1,3
logistics_disruption,seller_risk_avoidance_policy,sthg_cmappo_cost_resilient_policy,6.736707930139877,7.655700344205499,13.64156534015778,0.10558997041750799,0.09359165032480421,11.363124779050347,0.30233666048954433,0.24440772249463338,19.16040810304389,0.8924206847086726,0.9563149203923339,7.159654272751342,0.8551788637592039,0.921922328216435,7.804620446749527,1,3
seller_shock,seller_risk_avoidance_policy,sthg_cmappo_cost_resilient_policy,6.814586418175624,7.7658766749120165,13.959618359217583,0.1389179933688256,0.0986671755134629,28.97451718043267,0.2168261047786321,0.1954011850264868,9.88115327442653,0.8787817147229403,0.9431202847435012,7.3213369079766695,0.8422127653558917,0.9243175201105873,9.748695119813435,1,3
service_shock,seller_risk_avoidance_policy,sthg_cmappo_cost_resilient_policy,6.7498633219837,7.747204158235422,14.77571898387146,0.09994097462327257,0.10399854765519193,-4.059969444178796,0.18421650663355532,0.1682889277450571,8.64611927539233,0.7341764389824991,0.9036282426927787,23.08052870031137,0.8740496101488009,0.9285362049753823,6.233810323112597,1,3
combined_stress,seller_risk_avoidance_policy,sthg_cmappo_cost_resilient_policy,6.102085016190779,7.109377059060463,16.50734200190617,0.15355875681709186,0.12384889076382713,19.347555729858495,0.343782478640987,0.28609324192133595,16.780737909536125,0.7767982737615461,0.8664620707417466,11.542738959242932,0.7953473311824013,0.873798803606194,9.86380029806135,1,3
