node_id,rgc_degree,rgc_weighted_degree,rgc_pagerank
product::3fd19f24609ba67a95e7a88f1b0e8e7d,3.0,3.0,7.41902140967311e-06
product::dda262b26fcbc5dc618bbf9c12ee8779,3.0,3.0,6.8591898575602855e-06
product::1d3f55c00acdb29bd959f2760abc8b7d,4.0,18.0,1.322579159444835e-05
product::0c9ff9d8ed9b9bdd825487b3a66e05f5,7.0,51.0,2.7166619468023163e-05
product::0a9bba9c02d484c391416587002dae47,3.0,3.0,6.935163434843241e-06
product::d4f91ac96799dc3d9221293e29892e30,5.0,12.0,1.1461945527953721e-05
product::0cc13a424dc207f8c4d3b26ea1cd384c,6.0,21.0,1.4336355399993262e-05
product::4c55077cfe05007e8051304d1b721343,3.0,3.0,6.935420140003651e-06
product::88d165f46820f016a6840428dd5b7996,4.0,9.0,9.075432603848623e-06
product::0de1e69dff6f40f9f71be7034a8bb8d2,6.0,33.0,1.828361550574805e-05
product::001c5d71ac6ad696d22315953758fa04,3.0,3.0,6.905656472956789e-06
product::55ebae49cf4c0963d5738a39e1e79750,6.0,15.0,1.303251861808914e-05
product::6f6f3b1a96452e2fbad0cd4f7082765b,3.0,3.0,7.603665254357081e-06
product::bd7cd34fc6d02e730221b11edc354aae,7.0,36.0,2.075054336465126e-05
product::c4cca1d23088d10099f52159878b6686,3.0,6.0,8.833714049694938e-06
product::d654b576d9c9844bd7f6468421a38f48,3.0,3.0,7.65406601416679e-06
product::9ce4603565c839785b24a7e95e28f4eb,10.0,33.0,1.836838467893888e-05
product::610a37c2cc32f63b7dfdafef64e5069f,3.0,3.0,6.91348502609645e-06
product::9319e2f1f22df2c8e4a74f8b8f392e24,4.0,9.0,9.260009167458186e-06
product::9766ad53f42ee034fbc0e29c85fe626c,7.0,15.0,1.202580570031553e-05
product::01586bfbe1d5449887f1cac4ad1fbd02,4.0,6.0,8.15882960108375e-06
product::7d854ab97c64ef9df2bbfaf332765786,12.0,99.0,4.2635356242454875e-05
product::5a2de1e2c45d0602659260c6dd4aff70,3.0,6.0,9.241452399078172e-06
product::5bfcd193eb29c1c8332e2d4ca804d54f,5.0,18.0,1.2787113263115985e-05
product::4fcb3d9a5f4871e8362dfedbdb02b064,15.0,255.0,0.00011337967773854846
product::860a24fe5502e492593ec000b1c33559,3.0,6.0,8.829949721605873e-06
product::402e8d6a95c83da5c3cef16b795329b9,3.0,3.0,6.977137065574662e-06
product::b23fd3f070d09d342bffeeea53c27aa3,3.0,3.0,7.452683366039449e-06
product::d24659126d5bbd0b1bacba3e8d17a978,3.0,6.0,8.331354641559404e-06
product::5554c5718f820a868853dbc5ca859b3b,3.0,6.0,8.382617479091684e-06
product::181b31b11ea16a87d5acab5a78320b93,3.0,6.0,8.382617479091684e-06
product::871cfa7d587b8305a5a0e376866323ef,3.0,6.0,8.382617479091684e-06
product::952d57ee94f3a9873bc70d9789a21c8a,3.0,3.0,6.992690710567609e-06
product::4b1bf508b7e2b27e8472c16d7f189909,3.0,3.0,7.165146485264821e-06
product::e8d7b12572b213ba22acebb8983a4615,5.0,6.0,8.235591311521486e-06
product::43f88c8353708451babf9bcdd1fda92a,8.0,45.0,2.4974693774378348e-05
product::4fb3bad6b502eaca3b6d7d87bc1613a4,3.0,3.0,6.926274660213374e-06
product::9d374944ce89ce9afd8c8f79fb7f3bc9,7.0,18.0,1.275222379122456e-05
product::79896466715d0179d8e5c8a84e5f0a18,10.0,24.0,1.5473500568934802e-05
product::5a4ec7366f4a5fddd269c4d9a047c6c3,3.0,6.0,8.210448700545128e-06
product::28c8150eb44ec8106c8f061afd9c3e9f,3.0,3.0,6.835993806738068e-06
product::9b2db9ec16a8a51549f32462bf973523,8.0,27.0,1.6956840709735208e-05
product::fcde1899043318107d8f0ae043f69bc3,5.0,15.0,1.2435166562875399e-05
product::6c34d241bbd85d693f1fee6a4b8a8e2b,6.0,18.0,1.3986913496347618e-05
product::6ae7f4ef0ca670ca2609d039af87d057,6.0,30.0,1.7147486157268373e-05
product::8015f5d7a88ec30688c99aa9486561f7,3.0,3.0,6.949297499267677e-06
product::1b06c90f0a31f14d0f505323b5723a80,8.0,18.0,1.2392675586949288e-05
product::146e38440bfc14b0d923856ddac3709f,3.0,3.0,6.881491438818178e-06
product::11fd9d7ba552e1d28872e008acf1e050,14.0,126.0,5.326255495361962e-05
product::d75fe2da6eb275eafad5535fff7a2005,5.0,9.0,1.011062811267045e-05
product::c856eb93568d1abd93fbc39fc0a9704e,4.0,6.0,8.462255321829911e-06
product::ba1446377b3e8fb2c3ec8c7b59a0d9ba,3.0,3.0,7.040947973501826e-06
product::04c48a5fe31aedc4ef3896c005fd483c,7.0,24.0,1.4861628755927188e-05
product::c6edce374ec89184d740f3e674add5f4,4.0,6.0,8.113733835835262e-06
product::9251443819682703b07d22f78d20d603,3.0,3.0,7.048565249958269e-06
product::242eb53ca3c0b52e275b6fd7ce8b0be7,3.0,3.0,7.048565249958269e-06
product::1155065aa63d0a6d301e174ebb2972ea,3.0,3.0,6.976139735529008e-06
product::edd268662f0b2a4f131cf4690ca6cbc8,3.0,6.0,8.187134946402793e-06
product::6c7a0a349ad11817745e3ad58abd5c79,3.0,3.0,7.843603692498376e-06
product::c1a97b7dfb03db09a3736bd6f1eb9034,3.0,3.0,7.365914083314717e-06
product::b1e7e283a4b6203aa8adbafe09c2a521,3.0,3.0,6.93567504171655e-06
product::9818832859d572545cee5a86ff7f4a3b,4.0,6.0,8.23038892792711e-06
product::11875b30b49585209e608f40e8082e65,15.0,198.0,8.619860887723855e-05
product::17d17b9640ddee0ec3fa09c91b284ae9,3.0,3.0,6.914946814342596e-06
product::d9471e8bbb843a2afe92def2edfb8638,3.0,3.0,6.858932481439266e-06
product::1d092cf4f9b3ea4bed6ec6566b38ad45,3.0,3.0,6.904029887950703e-06
product::46f739c1cd676603026c0af4d29ef7a5,8.0,27.0,1.7599034167807745e-05
product::f28cbd414cd06f1ae84065c8dd8be834,3.0,3.0,6.981575933170561e-06
product::50aa8f292a9510d5542f2a078903a2a7,4.0,6.0,8.355482013729177e-06
product::02a99f266fc960423c1186ecbd627804,3.0,3.0,6.981575933170561e-06
product::cfd414b4463647f58c7775eaae06893d,12.0,48.0,2.458140317927131e-05
product::52c87e7b33516eb97c3023a20848ea81,3.0,3.0,7.240931043247452e-06
product::afab5f7ab5c82f92ddcdc46c4cd85fbc,4.0,9.0,9.817680774056703e-06
product::7958e96171ca669184bf4a085d7deec3,4.0,6.0,8.297058780688135e-06
product::755d50f7034720815db9431dc2f1cb27,4.0,6.0,9.002146012804288e-06
product::ff5f8606556b625613f069a5a9a48966,10.0,39.0,2.156769608019006e-05
product::b1ffef38f0db9fb4e1a6f91b47ec63d4,4.0,24.0,1.6239466506678568e-05
product::35488a9242f4aa7f9f5c3580f1243512,3.0,3.0,7.2088956029925545e-06
product::ca349c4d87c594b4995fcc4fa9c0b77b,5.0,9.0,9.414083400271615e-06
product::d4d538563de6b49c547e6997f0f8be32,3.0,3.0,6.898914711140584e-06
product::4bf205e4dc4e2c6b258e1ec0e2be9367,3.0,3.0,7.337757671482158e-06
product::ffa8916ae85546ee99d1965b28e447ae,3.0,3.0,8.061583232482818e-06
product::17383e180cbea9ef103d90a72754cd54,3.0,3.0,6.91348502609645e-06
product::ea9394ab60edfa4cca87947a938e8046,3.0,3.0,6.91348502609645e-06
product::56fd30e18420cb9a5a50c718168fa660,3.0,3.0,7.452708843588144e-06
product::8470bac0f1a7439fe183013eab283534,4.0,6.0,7.97103305985616e-06
product::dc9f66a56b89e4278d921898a861a29a,3.0,3.0,7.029978618341194e-06
product::cea0783f5748d01abec8fd268dccba49,4.0,6.0,8.215338063608583e-06
product::243bb58796ed2164b831fb75e1241888,8.0,27.0,1.75471484546751e-05
product::6f7064aeb028bc3a214a6e2bd5795e9d,3.0,3.0,6.900499506220248e-06
product::8dacc114d37ff4b78075db0d2464022e,3.0,3.0,6.85909641474361e-06
product::bbc9e653c2f5794542ac3867ab5ab757,5.0,33.0,1.9026605424889143e-05
product::2d2600c283c0c1af0528fd84c14a2c28,6.0,24.0,1.5601687511678673e-05
product::4da0329350218978429b287440f4b87a,6.0,21.0,1.4330997967002375e-05
product::a24198acc2d0e8240c40d914bd18df04,3.0,3.0,6.880533537281816e-06
product::88d524b8b5576da63abf7b16bef48a39,3.0,6.0,8.214575093790268e-06
product::e4acef9f829635351de593a05d2406da,4.0,9.0,9.565919896025392e-06
product::d914a2a0c672fc21c9f0087e07e9e881,3.0,3.0,6.774435974611225e-06
product::2029248294c186017ecfc48cecd47bbd,14.0,69.0,3.204404281400294e-05
product::77cc62dc80ebe12a0452d1ce0565acdc,13.0,90.0,4.344313756053573e-05
product::bf00630db939d773babccfe2449e9075,4.0,6.0,8.319400272819048e-06
product::0a6cf067b01351046739940c8cb7f60f,3.0,9.0,9.508753131031346e-06
product::d99a9035db5875b38e59f9f55b9548f1,4.0,9.0,9.41848485497811e-06
product::9538a4d0d20e31d209def88993f8dca3,3.0,3.0,7.052222261351378e-06
product::608b018a4443a457a5cd1e58de213cb2,4.0,12.0,1.1345857851749262e-05
product::ec5b3c8bb77ad22278f6e9d719a83de3,9.0,63.0,3.089554809225405e-05
product::0521fe3eb04940304b489d0fb49a37dd,8.0,48.0,2.427514789505889e-05
product::b7a2d0cb90ba252129d34d7c8d079d2b,4.0,6.0,7.9258371994807e-06
product::ae7893ab2f9eec6630b5098e6362adc2,3.0,12.0,1.0784406692041382e-05
product::0d3847e4cbb1d79d2e28b2156f1e11f2,4.0,9.0,9.160621215134113e-06
product::49eaaa38ac3df51ca790372b47b99604,4.0,9.0,9.637581508870681e-06
product::e7d26dd6742baca292020c158e6720c3,11.0,72.0,3.5364629384742845e-05
product::9934888916de3bff6437a425052717a0,3.0,3.0,8.164971263507098e-06
product::6f1ccca9f878a413a495487eb649ab32,3.0,6.0,9.303117821356808e-06
product::da9278e44c4ae00f02a965792a392ea3,4.0,6.0,8.539100644338677e-06
product::3952bdd2bc1fc8c324a78de21ae4d801,3.0,3.0,6.986156853657569e-06
product::0c3256090b6cc52703b152c874827cd7,3.0,3.0,7.0655305841003534e-06
product::72af228db018a06518f1b2a8c070a2ac,4.0,6.0,8.32999673458099e-06
product::07ecfc5bd0d3ca496facedede13afb80,4.0,6.0,8.110687078767226e-06
product::983fb87b74395e82bbe509cf694296ce,3.0,3.0,7.1098460897530876e-06
product::902f869d68a62356e8f9d054ad5e9072,3.0,3.0,6.886616117366356e-06
product::562502b79845deae9bcd86384921a2c5,8.0,24.0,1.55952781915876e-05
product::51b0fbc0001335d988588a43455a7514,4.0,6.0,7.946735671370552e-06
product::1d828db422e61ea21702baf9eda8732d,3.0,3.0,6.8909321754127506e-06
product::80d3aeff2ab6c9d795010c029dbd5ddd,5.0,12.0,1.0488267360741858e-05
product::daf9915404caf75fa1717a436b46fa14,3.0,3.0,8.05766778228481e-06
product::31c50827b6b5d0f51d61c8b2aa98f6e6,4.0,6.0,7.855977912335997e-06
product::8c5876b1c7768217964f353bc7e64393,18.0,177.0,7.271888895818268e-05
product::3dacb3ae011b40803a508b23392e15a0,5.0,9.0,1.0489664302102832e-05
product::b72e63f4630dcaded1689b28efa4c583,4.0,6.0,8.152508495444755e-06
product::0df2a1aed6dc8c10577115fa9e4b6de0,3.0,3.0,6.787323516506002e-06
product::2eb6e8f39feaf75fc5163f774d38f0f1,4.0,12.0,1.080370111363928e-05
product::d3060c543b1b88a647cc284ed7a9dd4a,8.0,42.0,2.409545402507114e-05
product::6f790ed0f75949b7fa234ec087aed912,4.0,6.0,7.981703453978165e-06
product::29d2735be03e1169db0545c3741c74e5,3.0,12.0,1.0272075752630046e-05
product::8ae1fefcfdc30ea49de246665b6d2713,4.0,9.0,9.368661375731707e-06
product::68a058d125ba1544e726898f0b8c0523,11.0,66.0,2.9934941538869563e-05
product::0561435e3af107a3bd2104466ad5985a,3.0,3.0,6.900639828913303e-06
product::63cbf4066cf395d6634831160ddacbbd,3.0,3.0,8.064534841233984e-06
product::a14aea6067b93158e956612c50b74cfa,4.0,15.0,1.238898649439297e-05
product::acac295886c915b0bcb309cb4158c0a7,3.0,3.0,7.416958855266899e-06
product::e1ecccdfd47d369563db0edf20549475,3.0,3.0,6.886926606753787e-06
product::ecbe1ef7e2903ff8b1d704ba78fa264d,12.0,99.0,4.7812574463977326e-05
product::46cc07237660346018f8838ae0b7ed2b,5.0,15.0,1.174213986504532e-05
product::f05901e010ebaa3924276751a35e6004,6.0,12.0,1.0459193088416457e-05
product::8aa6223e400af9c97b07c75993142721,16.0,105.0,4.654363864359847e-05
product::4da918a160c19da9bfdf9945d18006ec,3.0,3.0,7.137732544529578e-06
product::91a5ae441d12befb1c62c19c4ffc940e,6.0,12.0,1.0729739034411044e-05
product::df297ceffd7a315a71586ace7d041ff2,3.0,3.0,7.017420755328896e-06
product::196616257eff8bc851dc4fc041cbbbe9,6.0,45.0,2.3069107624123723e-05
product::66f01f544ba693e1a1a7428caec79279,4.0,9.0,9.639166981961482e-06
product::4d3e81b2dfb45a73759982d63e532e94,5.0,18.0,1.3074060898486571e-05
product::4f8303640418a925cc83a18d2caf0dbe,3.0,6.0,9.234859796216022e-06
product::d9279101bd9bcdf95aa06a8081b24367,4.0,6.0,8.112044489411107e-06
product::f457c5f0c72ba4cae17636c5174add2e,6.0,21.0,1.3953905229823822e-05
product::977e5f8adaa0cd1dac4f4b1969ec598b,3.0,3.0,8.158354007942446e-06
product::cd59f488cef311feb633141ad1e8563d,6.0,18.0,1.3748099485495306e-05
product::58c41dff5d439e3f6260765550748762,3.0,3.0,8.02524631376273e-06
product::92c1eb75a887a500d9689fbad65e27e3,6.0,15.0,1.1150342139820319e-05
product::4eb3e07a4b54437a7f63eeb577ebf73a,5.0,9.0,9.505048591218971e-06
product::36c2d6cd6fd0a6720f3ebe3379a2032d,3.0,3.0,6.946571314105056e-06
product::6fba9843ddfdebe33d2625afc8001eb7,4.0,6.0,8.059502948173433e-06
product::73026ce2daa69ea29901945b1f915846,3.0,6.0,8.682127535379378e-06
product::d2686065b870834cc92605a5b9ec84ba,4.0,6.0,8.052799907016659e-06
product::8ce0b48cdcc4b753ae4de64497998338,7.0,30.0,1.7811451463497004e-05
product::8e49e2b4aaa2a78f82c80d2e488084f6,4.0,6.0,8.46396091343709e-06
product::e5d860a0fff2e94bd1a406456cc6c4b3,7.0,21.0,1.5012852208916006e-05
product::7bbc646134de228a74392d8407d16df8,5.0,36.0,2.0915959747137763e-05
product::8eed5d27f5b8c6248731efb4782f6141,5.0,9.0,9.887294330486235e-06
product::aba86c093ccdbac75b09111d57e50004,16.0,171.0,6.86957374381885e-05
product::010a3a47c14f1295796c08419f32cef6,5.0,9.0,9.231162195717584e-06
product::45f176c0bd310b5d35594fc78a8ed5e5,6.0,9.0,9.370873715286372e-06
product::28fd1639ff52d870a3d2c38090d2d902,3.0,3.0,7.027428293726381e-06
product::fdf648fe44c2e24e9857c8d4ad5a7028,3.0,3.0,6.890893632126818e-06
product::81c891c541361f1108fe9e2a645324d9,6.0,12.0,1.01605513577371e-05
product::9321b2e4e8fe357fe2e3bad624229bd5,3.0,3.0,6.84326738583133e-06
product::591afedd45ae097827bf674a8491ea21,4.0,6.0,8.513713786486212e-06
product::721b56b7d205d6750e97716593bcb370,3.0,3.0,6.808179687104147e-06
product::8d99a7ed81f061ceed740d8900be880a,5.0,18.0,1.2686191833158367e-05
product::8bba4a8de8b5de57c7ff105d043254dc,3.0,3.0,6.9082195052520365e-06
product::d4ad9721bda56413600c43c11006cb78,4.0,21.0,1.430490967231597e-05
product::e9e0f397f1ed036b4318417a84b0e407,3.0,3.0,7.019530675572034e-06
product::12595985a0207bedf6e09ef07e1f98a3,5.0,12.0,1.0730631851322173e-05
product::907c84d5b8961d53ba1b803638fffcad,6.0,12.0,1.0872643650263034e-05
product::9dbf7eb5228b2070008a2e331b114512,3.0,3.0,6.765620126907554e-06
product::7858ef2bdbf08f635dedbe5cd1dc966e,3.0,3.0,7.399276965815621e-06
product::47c064333cf67e5cdc8243db3f095767,3.0,12.0,1.0802743414541031e-05
product::f727305c90ca9b9c36d4e84a817bc01d,3.0,3.0,7.019273970411624e-06
product::4d882bfbe6d83c0671d5b2776d46c248,3.0,3.0,7.040422599841421e-06
product::bd3a02d6af913ac8e4c07501e2a13dd5,3.0,3.0,6.886873493487376e-06
product::51f906f965ca71722df2059f9a7c1b62,4.0,6.0,8.23756891939595e-06
product::af51d485dc5255ba2e18b21b550156e6,15.0,165.0,6.99930166162785e-05
product::5bfc7506459ae2a7b4b573fe557a58e1,7.0,78.0,3.619471494612725e-05
product::c4a45b9505564b0de1ff3e79062cffd8,3.0,3.0,6.8848166865106485e-06
product::77d1f94d7eeaaeb36736fd1049e79eb3,3.0,6.0,8.277537620010436e-06
product::f4d1833c85057a25ac14374dda132701,3.0,3.0,6.774523290820408e-06
product::e0b0974d4a06e6bd75b1412858f39da3,3.0,3.0,6.929635522132616e-06
product::7d1de1f9f0157db00486b7ff28b6c5a2,3.0,3.0,6.9004065487745545e-06
product::6ff2272628904adc50a60b0d755e9526,3.0,3.0,6.868384292788507e-06
product::1eb85357e22bf0c8c2a6f10eafad8423,7.0,18.0,1.278847087157519e-05
product::09ff539a621711667c43eba6a3bd8466,3.0,3.0,6.932179585140394e-06
product::24c5d76ef43ee1782af51114a121ca3d,3.0,3.0,6.886926606753787e-06
product::6050e522f532bdf1c69623a0312a39db,3.0,3.0,6.976943325232181e-06
product::378bb6601c068c842ca65be6c5e45ccd,6.0,15.0,1.2363526931228336e-05
product::1f2b62e693c588aef7be1f457137b15e,4.0,15.0,1.2157412538206164e-05
product::7eb2e1637a623d3491843dff3bad4836,3.0,3.0,6.91348502609645e-06
product::49f57e8347e394d0ddfcc1c8acaf9b2d,3.0,3.0,6.91348502609645e-06
product::c9576e5363ae9a93988b372d07f54b81,3.0,3.0,7.170750160097648e-06
product::410d5b211dce5611e7a6412bf0cc30fa,5.0,18.0,1.2900258047947646e-05
product::207bb2d8180c2c7654872f6fab96e40e,6.0,12.0,1.05126377441531e-05
product::060cb19345d90064d1015407193c233d,9.0,78.0,3.864584735736758e-05
product::c94d19d021d4a8fbae5a45f904aeea90,10.0,87.0,3.935605385299087e-05
product::964011954f788aa4bd0dcf7b04056d81,4.0,6.0,8.045036172941251e-06
product::f2af004352a06a99dca765596240cbc3,8.0,63.0,2.9867049783164157e-05
product::d585c50d622ff40b4d69959caa42a5a3,4.0,12.0,1.0970879418960845e-05
product::1fa728d99803c8849b5c95cfeaf9b60c,3.0,3.0,6.92373808661384e-06
product::915ff35b0555b98fe64bc60674da4c43,5.0,9.0,1.0057108955758121e-05
product::e390a486e30fd924501447fb663de0b7,3.0,6.0,8.156433798479239e-06
product::15b142fc0f773fb67de91301d1701894,3.0,3.0,6.830150440649308e-06
product::12a3dba07d03c2dedf0c40d6499b55d3,6.0,12.0,1.0704451834889571e-05
product::b59cf7db0bc7ebb20a80f1ea335194b0,4.0,12.0,1.0282935883163038e-05
product::7e0dc102074f8285580c9777f79c90cf,14.0,216.0,8.366052628556318e-05
product::e855d18497949fc298407b39639ee1cc,3.0,3.0,6.923790198705071e-06
product::2653c1a28e65f36161bcc73f0ca52727,5.0,9.0,9.117324302825423e-06
product::51eb65f0fd99823a3cb2c0d985e230a9,3.0,3.0,7.533111573536631e-06
product::c1066831f90626b7fd73ed871a49f158,3.0,9.0,9.472325613327666e-06
product::c8c073a1cae6a98799d7581958ede514,7.0,18.0,1.513520460033943e-05
product::386486367c1f9d4f587a8864ccb6902b,15.0,159.0,7.102886518389713e-05
product::a35a9f46dcee0a67c8c7ad8493eb4135,15.0,102.0,4.4479758956082495e-05
product::ee6cf0274e75706751ecd4cd5e353db6,3.0,3.0,7.996794523500986e-06
product::3c794d260ad4b5f507a5d90df23523bf,6.0,15.0,1.2089157475129883e-05
product::47f699d9462e071f977f612be2b5b67a,3.0,6.0,7.971430143039923e-06
product::942a3f93bb7ecf95f0b901bd89f4acdb,6.0,12.0,1.0647893119608409e-05
product::209fa5709fd95c3fac1edddca1d6c505,7.0,21.0,1.4501350268673914e-05
product::1c5bd6a742367ec4d654a0859523e880,8.0,18.0,1.2636662463202847e-05
product::c347e9e3e30d35fff96379aef21c40d4,4.0,6.0,8.161450442522727e-06
product::37eb69aca8718e843d897aa7b82f462d,3.0,45.0,2.28099251046834e-05
product::92fc46ca7d96704d71f84ed65943a0c1,3.0,3.0,6.865031297554685e-06
product::81521040c9500ac8e175c2839d193a46,3.0,3.0,7.520237734106461e-06
product::568e52d4c670b4d5130bae2dbf211c40,5.0,27.0,1.702173605742135e-05
product::12a3f3a8ef6c5e3c29c88e670fd61ee9,4.0,6.0,1.0437614850621485e-05
product::8d15106f1709b2a5340c0141ec76144e,3.0,6.0,8.042818025934187e-06
product::e27c4dd075a521097a085bced0631ce7,6.0,36.0,1.957670380237361e-05
product::e951fa511351528e83ebde739f059348,3.0,3.0,6.9004065487745545e-06
product::be958064244f19bf11ee270b2feca7a2,3.0,24.0,1.554789027299632e-05
product::87283a98b24f9f1ac3a31b631073cf47,12.0,84.0,4.1779530723789387e-05
product::ceb9134650bd7cae74affc51800f309a,6.0,18.0,1.3758035073293329e-05
product::c3182d1991c7d4859e8f39b6c45a026b,6.0,15.0,1.277603776998585e-05
product::b6cefe1d620b9208fe6fae76b2c72887,4.0,6.0,8.043320132687565e-06
product::aa0568a1b7093748a1922993f5817983,3.0,9.0,9.251422989348185e-06
product::9cfb95272c4cd1e98619d3bdea888a7c,7.0,21.0,1.3482587141839234e-05
product::fe1ba35c47a4b599f34ce8ad2aa2c42b,3.0,3.0,7.521639723622991e-06
product::812b558694cd8e22f35f9d1bcfb549b5,3.0,6.0,9.42235461774737e-06
product::811f973313e8219988a69cc140c447f0,8.0,24.0,1.5500478558591176e-05
product::30d55419015a4d9c2ca68586923d5a9f,4.0,12.0,1.1555716093900174e-05
product::162e010af9fe224d35fd8496a273fb02,7.0,18.0,1.3973209415712734e-05
product::67c8b207e496408eb0f63e09c234dbc0,4.0,6.0,7.98247359746387e-06
product::22c5e15506cbdfe5acd1b6a89e607868,4.0,9.0,9.395211860976668e-06
product::837f3d09b625825bd84bfccb1f51d8be,5.0,18.0,1.3540433031756787e-05
product::a0eccc912d428eaddf1ef4fe47593ece,3.0,6.0,8.194888115474923e-06
product::521037bc7634babf82c004187b6673e7,3.0,3.0,6.93567504171655e-06
product::8815734317fa2693bcce3db610158d92,5.0,12.0,1.0559316618830992e-05
product::e751ef808163a46290ab3b4cbd70b6ad,3.0,3.0,7.223631455050692e-06
product::653e9d44d27743337fc1868e4346d661,5.0,9.0,9.313515398737784e-06
product::b77dac30490dcfa827c2060a7a3a2a0d,3.0,3.0,6.873400936831993e-06
product::6256f069a778d733a18702d577570abf,3.0,3.0,8.025885784019662e-06
product::a5d722d3c7a01c224625d0881e630503,3.0,6.0,7.941923543247375e-06
product::7340a3839a1de1e99d149b8cf052a2ec,9.0,96.0,4.330491975369985e-05
product::60525d5b6a1658c5eea3c64713922000,3.0,3.0,6.886616117366356e-06
product::9dce7ad606cfbd6ea6ef7f7e43c039c1,4.0,6.0,8.15086518738639e-06
product::65e3848513c9ab70bf542e5d694cf072,4.0,15.0,1.2089391922517205e-05
product::8b502ca34e28d30605bc667b965b6abf,4.0,6.0,8.103759740025538e-06
product::7c1bd920dbdf22470b68bde975dd3ccf,23.0,633.0,0.00024216840113497478
product::94fb2ab4419d523ecce8e5d56676788d,7.0,15.0,1.1614094664781825e-05
product::4520766ec412348b8d4caa5e8a18c464,14.0,120.0,5.619165531244507e-05
product::05c693a8085dad009cebdcf2830ab738,3.0,3.0,6.83355814008004e-06
product::13c6408395db73f81805ef46fa6ac926,3.0,9.0,9.788702569236634e-06
product::16ba44d9231d19fc57e0a4188d0ce1cf,4.0,6.0,8.145878908440194e-06
product::242edc6b84c00f0d48c664a020a92c52,10.0,57.0,2.920540212044546e-05
product::2b6aba96aca0f3f5f28779c8a4395f42,3.0,3.0,6.976943325232181e-06
product::9d703ce870d13f6fca072b0fca977fc1,6.0,18.0,1.365728316820043e-05
product::fe09eb5f7bfcb79d05df7c4e83ec204e,3.0,3.0,6.9416828203284556e-06
product::e51136ef1d291cf07cc8a792b4a16f94,3.0,3.0,6.987635797022892e-06
product::0fa8853b873ba06e7d27385fbb1411ca,4.0,6.0,7.827474555882232e-06
product::6f26402132b4c218396901cc4cf2804a,3.0,3.0,8.071758095074427e-06
product::991669e10bb13b3502329f768c98c7e6,3.0,3.0,6.968702515725179e-06
product::2239cf6b4421c4bd57f8a87127800929,5.0,21.0,1.335217174376241e-05
product::c0400a62c5019cdc69bfc76d39b1cfb4,5.0,18.0,1.2900381185377715e-05
product::6868e3f08c6acd37b48c785aedddfdb7,3.0,3.0,7.431010718567659e-06
product::ef23a80c3e7f9c63e9956f6f54b1cf15,5.0,15.0,1.2053762671074469e-05
product::19f1647ffc7e4a8ea74bf2dc45ac8e44,3.0,6.0,8.296908555069297e-06
product::89f055104adb9365d7f7b5c475f77742,7.0,39.0,2.1623649177761605e-05
product::e94df75b2e9a8b056be0c144a731f55c,8.0,48.0,2.6354706848310107e-05
product::1750753e77dc38c4afe6fc90f02c39bc,7.0,27.0,1.6537687044546957e-05
product::73a41d74cd46a1c78fe0a50d09920f3a,3.0,3.0,7.040281632961264e-06
product::9d395a6bc9dbad2dfe60c8c92d8df397,6.0,42.0,2.393037818812854e-05
product::926d11f0e2a1171fed968faf5caa8f92,6.0,18.0,1.2453015203058394e-05
product::b00cef861f6f633cc9eded86aedd8f3a,3.0,3.0,6.905656472956789e-06
product::884fa3cd42986ba480ea2f8ae4e25ff7,4.0,12.0,1.0447141362573257e-05
product::b7639dcdb2ca827e7bd4c0ab0a7ed477,3.0,3.0,6.839571526362475e-06
product::095cb863f2b04911455ad33f5177062e,5.0,33.0,2.077207719509761e-05
product::29313c7daada9c7f09bed37fda499026,3.0,3.0,6.861568062571811e-06
product::c896aa5b12fcfbb05d648eab1240f407,4.0,9.0,9.904135752483257e-06
product::c54ed8ea69e24c191fbc23b3234c6b32,4.0,6.0,8.550553891234581e-06
product::147df4d924f569e480fbd77099707f08,3.0,3.0,7.1061231908727346e-06
product::98030fe87f5a7493a33f427054966596,6.0,24.0,1.552559864128953e-05
product::4c35791f944cf1550e8ae288b3f9e258,4.0,6.0,9.079617740177493e-06
product::7efc9c66bf68e3026c7846b0ec3e8682,4.0,6.0,8.192500238623577e-06
product::7d04c7dea507d3f66a22b0997525b0ad,3.0,3.0,6.8027308117925265e-06
product::ce5a5a85a0704113bd7fd75b3fbaed71,6.0,27.0,1.6544461655530562e-05
product::3758055ab2434bd36ac78e00b15b5cf6,6.0,24.0,1.5008821182983733e-05
product::c004bf0d41d08a3304ade12681600a96,3.0,3.0,7.097359714528185e-06
product::2b4ad41f87f5ca9daba350c8f886b729,4.0,6.0,8.225004274907144e-06
product::59617a7c706291d0b7df5b380aa3e583,4.0,6.0,8.677514055341387e-06
product::ef5ad80d84199def6971cac1eec1bd0e,3.0,3.0,6.971526039980687e-06
product::c8f7df520102efbaf9927f5acf21b928,7.0,30.0,1.8503022312016918e-05
product::d6783a6e939059f756562de164efc447,4.0,6.0,8.25982293006679e-06
product::bf128711128b70eaa9e07df69e9a75e2,8.0,33.0,1.9002158325093845e-05
product::c2e158a66da842665f27c88015a7dbd8,4.0,6.0,8.000845779593254e-06
product::093be8c4566a25d70e577faa3539d7d3,3.0,6.0,8.229177391772853e-06
product::9453bde60c4ee52155c963641736cfc5,10.0,54.0,2.709636259599618e-05
product::d34984353fa530831479ab9686c090e7,3.0,3.0,8.422263588178236e-06
product::969a9ead309cdd6881492b674cbe5433,3.0,6.0,8.10565920152666e-06
