node_id,rgc_degree,rgc_weighted_degree,rgc_pagerank
product::a290d14df28cfebaa8e74935525de682,3.0,3.0,6.873145532261829e-06
product::b1dc70b2d3b0d42b355529c4026a35a7,4.0,9.0,9.282051370430523e-06
product::f2bb1681ac26e3993d10ff79cba282d5,3.0,3.0,6.850331904742088e-06
product::20d7a48524eae8d2694bd40031fe12b2,3.0,3.0,7.128483607951865e-06
product::165948b2c41e846df7d09b56826a747f,3.0,3.0,7.057178531425469e-06
product::0b5be7ee64611405f84c31be31ad0d9b,3.0,3.0,6.991017520211888e-06
product::807d58831eeb7c3d2d80b696d679ff8f,4.0,6.0,9.156328847442338e-06
product::fb8d7cbaede34c7601b2d5a283287d49,3.0,3.0,7.0425406106983935e-06
product::14a0471af2a7bc596532fc8a6f29b1f8,3.0,3.0,6.785716544581616e-06
product::5140431c54f26f3706d901fef4b1a528,4.0,6.0,8.250799696258482e-06
product::ee14580a079d31644603ec91e37c7ed2,3.0,6.0,8.269276190973004e-06
product::50843862efe2e06ab1758601c6509700,3.0,3.0,6.819945831710868e-06
product::82758517d6c9cc65c509781f1e14e9f2,3.0,12.0,1.0583143670974193e-05
product::ef703385b2707af7f9af3e185679811c,3.0,12.0,1.0681080666745027e-05
product::5c9e8cde14498f5d4dbe4d7c70c0d5f1,3.0,9.0,9.16490441475548e-06
product::c60da43ed0fc0f33c57242c2f631e99e,3.0,3.0,7.592275722829263e-06
product::429de6049b45a9fcb96aff1603f55d3c,5.0,9.0,9.172787478972369e-06
product::eb7b82602a7931947d3a2708d9b88bb3,3.0,6.0,8.232656861939e-06
product::6f422d8cc7a2f0dc9936dabad9db6828,3.0,3.0,6.854452173065872e-06
product::38cc17614e78b88b0cb0d44063572e22,4.0,6.0,8.08244970471642e-06
product::25d22295e68fa5bc9fff2b947a3eaeb5,3.0,3.0,6.838594649110044e-06
product::40cb225d40f0acc7c8a2dc7b27176874,5.0,6.0,8.45709238331742e-06
product::efeaa7462b9fac16b6684016efd28fd2,4.0,6.0,8.26136114756527e-06
product::b5aebb467d9a92162173cbd234e00d99,5.0,15.0,1.2473012377880507e-05
product::51250f90d798d377a1928e8a4e2e9ae1,5.0,33.0,1.8281290138068098e-05
product::787268a8ccbecd1ae02d8001b61ca46d,4.0,9.0,9.149068441643815e-06
product::9359cb8632f702a16b12ff5464d82d03,3.0,3.0,6.854452173065872e-06
product::2cbc1ae9dc8c4d81b096db0ee01ae0e6,5.0,9.0,9.111126857881912e-06
product::dd1d87b703e4d762b3ecbb5146295361,3.0,3.0,7.0599286153447146e-06
product::84f7fd2c1044599c234663aee75a2fcd,3.0,3.0,6.885364335229335e-06
product::f2fbc2d1b24e4244986270c22432847c,3.0,3.0,7.442215641152553e-06
product::ed50991bf7ccfa075d2cb1ca9a29adae,4.0,6.0,8.039119346639593e-06
product::149ab38a09937b9195cbcaa295cf4a44,3.0,3.0,6.806249847379524e-06
product::b551128533846968d8752358d1f7f365,3.0,3.0,6.934390837391675e-06
product::6c037f9ff2d13c4236a23910ca598f42,5.0,9.0,9.66362589616478e-06
product::2e19ac96fc0b777c7e0c821618eaf98a,3.0,3.0,6.868384292788507e-06
product::eb53f94fdc60278efcef123bb275658a,5.0,9.0,9.109371836975949e-06
product::e4bb5bd18b0b3b6e9b7107ecf4fd11cc,3.0,3.0,6.795612810338824e-06
product::34f99d82cfc355d08d8db780d14aa002,5.0,9.0,1.0032873086612803e-05
product::dd3e280f0e4930c7234596e43aa4c6f3,3.0,3.0,6.8266167123721215e-06
product::95ae4833a7cd4f9f7f90c3b77a993c1b,4.0,12.0,1.0368148536774124e-05
product::0f91b6a95a57a43203a9b17de98960d9,7.0,18.0,1.2732923929487484e-05
product::68de8d992d087d6b480879f43b178c98,4.0,6.0,8.153115601534418e-06
product::bb4f8cfc76a66cb770208b2c1d2c6269,4.0,9.0,9.61603910911081e-06
product::1c33c71830d320620439a3236a1c4ae1,6.0,21.0,1.5197129375761467e-05
product::1b55611367793363c3aa1c9d888be7ed,3.0,3.0,6.96875915042109e-06
product::f12a26f5ddd49ba9e1bf0ec9d0239326,5.0,12.0,1.0670319475349246e-05
product::38841dec90eddf2f43cdfabc48b3831a,3.0,3.0,7.181673402511996e-06
product::3f0f8de616df6efb39a48f3c64eea974,3.0,3.0,6.825617663776125e-06
product::35d41a97fd059a6bafe3f7c1fa00e718,3.0,3.0,7.135062821616943e-06
product::ecd5fb40310b0f37e80e312bccc3b1ee,3.0,3.0,6.87517239360693e-06
product::750dcfda0a9788bba89c94bb82a322db,7.0,36.0,2.0660979700871656e-05
product::22bd45d50bed841763d6f7f58cb7b6ac,4.0,15.0,1.1376854897650237e-05
product::7053801e678b47c7ff38186602188679,3.0,3.0,7.149060997389436e-06
product::55b04296824029ae20bbeb3b200e69d0,4.0,15.0,1.156734775780989e-05
product::b9c742d2c1b06bc064c7aee11440e5ad,8.0,15.0,1.1532760958209831e-05
product::fdc0fe1b7ae4cdf11202504eb045b0b9,3.0,6.0,8.135418851637194e-06
product::8f6e596987a0b45c0c2b2e938aa89a96,4.0,6.0,8.073090100771815e-06
product::5612648da3c29f5f0236f13c99bed154,3.0,3.0,6.848083327126102e-06
product::da6f9d8ce4950ad572b7b4fe7d7e6c90,6.0,36.0,1.9973522360129933e-05
product::64eb8b21706b8e2c733ba16bf02a1537,3.0,9.0,9.854550826885722e-06
product::ebe8bbf509715e46f138ac98b1cbb12e,4.0,12.0,1.1349383277103241e-05
product::428f4b96ba9f630e761b333673039ae6,5.0,15.0,1.2874652743879978e-05
product::437ae72c066abf24996b52549bbb6432,3.0,3.0,7.578734397953846e-06
product::1ed5f2a2e075f5f245029c6b61420dae,4.0,9.0,9.58215605032611e-06
product::6070b7a31286e70e682b07423492f35c,3.0,3.0,6.918501670139937e-06
product::a9fa0428bc677ac4d0a948fe2982ad1d,5.0,9.0,9.478159761445797e-06
product::b88d27345de2feed45475bb48cca74b1,3.0,6.0,8.485530625835112e-06
product::90a57d62c9b9f884fae33a10dff953b4,4.0,6.0,8.553261262846682e-06
product::c72edc98e7d77f0c4c04ec80730c05f5,10.0,69.0,3.366736579044418e-05
product::30340dff35b518c0d6013617310ce278,3.0,3.0,7.0095042652186345e-06
product::c7e27b85b78d4949e880590746f55a2b,3.0,3.0,6.9065659012715435e-06
product::cdb19f3ee5c8bd5e98f566e4670612da,3.0,3.0,6.934421253926821e-06
product::ee2405458ecf90c4d6e1c55a9680de91,3.0,3.0,6.951328337191029e-06
product::c73c3f65a5c288407f6d95b367e47dee,3.0,6.0,8.713282560214487e-06
product::069b1293b22c9d000af947225ce14791,3.0,3.0,7.2959305897138444e-06
product::4b24b35ca762a17e416dfcd4f647c28b,3.0,9.0,9.382234080794386e-06
product::9798bc8585b031f32f0ba287ad22f334,5.0,9.0,9.217517375973472e-06
product::ce49d8be84e535ca2a5eb0e76c09c348,4.0,6.0,8.616886559416393e-06
product::134e9349b6b54e115f640c6df85fd3bf,4.0,6.0,8.927128859920534e-06
product::fff9553ac224cec9d15d49f5a263411f,3.0,3.0,7.032124543876722e-06
product::06bf70b6e1d67d96308235ef350edc61,8.0,51.0,2.581456040462222e-05
product::3dee4915c4189291d7c8b79da897ca3a,3.0,3.0,6.931051065978648e-06
product::3bdc103ff400f1e4c1136dfe4ebadbd1,3.0,3.0,7.102033236547232e-06
product::6c78dae2a9cfc8e02ee9cc39af4be3ca,3.0,6.0,8.47143648693626e-06
product::937a43407f2cf75f612cef2795160860,4.0,9.0,9.654799439850577e-06
product::408e83214d33817b4bc554f392509088,3.0,3.0,6.90342699551744e-06
product::5d6bc77eb34fe7ec18a9fc50b845590c,3.0,3.0,6.961656593601292e-06
product::71382293e7e1570ecfca5410c546267e,3.0,3.0,6.9626266714229895e-06
product::e5249837b36a63c71e6708fd6a1fdc6f,3.0,3.0,6.928894420030787e-06
product::8726429de3797e35c022a32137909d2b,3.0,3.0,7.072474080810788e-06
product::f5badee8a0e679f057ec0ca4f0f32dcb,6.0,21.0,1.5840052278600917e-05
product::094efc8b088034585ebda1a32da7181d,3.0,3.0,6.971491410409679e-06
product::9592ad22708397a628e1a616131ebbad,3.0,3.0,7.5622788292966315e-06
product::ee0c1cf2fbeae95205b4aa506f1469f0,18.0,201.0,7.981775571795012e-05
product::c40719220792e9a4b4bdfeebb4f350d1,3.0,3.0,6.8599336776900975e-06
product::542631a181ee1e3bf2b774a7c5344102,3.0,3.0,7.087873417463075e-06
product::d0825229639d1afa9bd533314e27d7c8,3.0,24.0,1.6214966753502556e-05
product::71acaef19d5812b0a4d90b82a7b52ff8,3.0,3.0,6.91502067541664e-06
product::f4f4debbcfcafe6858d1e37a1f6e436e,8.0,33.0,1.7866893869549032e-05
product::a2a0ecb37f7e027a81081a34fd1cce4d,3.0,3.0,6.892150524222698e-06
product::cd48f265a63e13b762601f5f794c5fca,16.0,246.0,0.00010136278600675692
product::49770e2e1a22b61e15a13c2cbfbfcbbd,4.0,9.0,9.562577428918602e-06
product::a77453f011b20e66aec0d64f59106fbf,5.0,18.0,1.277266780449725e-05
product::d982791b03ad95faaa03fc746ad04672,5.0,15.0,1.2031951398701663e-05
product::badc98cb4b92b5452a49c1a9e7406b51,3.0,3.0,6.821685240762288e-06
product::338f1838eb9cd29b59c9c2f4ee158f15,4.0,6.0,8.65847087681082e-06
product::d15010eecc80e3a843ccb15865c328da,3.0,3.0,6.884823066164584e-06
product::d30115c5c4af6437de4bbf9faa668de1,6.0,12.0,1.0308412558141546e-05
product::dad27486af34282fef3bef995d0fda7b,4.0,6.0,7.866151233690656e-06
product::754bbcab20b7ec2572eea091259f65a9,6.0,15.0,1.1471361762165697e-05
product::31b2d2c76c5862d941847e7a99172bc0,3.0,3.0,6.948291560583679e-06
product::f3ccdb9f9c7f31e0efd626e9110b85f5,6.0,27.0,1.7742688658210993e-05
product::e1c3325750402ab195a7759f01efa494,4.0,6.0,9.082098257805604e-06
product::02623b0e4e6b951aefb23575de1f3886,3.0,3.0,7.104106059965791e-06
product::40a4dfa74a737d541b3c2413edf9cdf6,3.0,3.0,7.104106059965791e-06
product::b5d6ad9c3af003e2e9bf0ad06106e41e,3.0,3.0,6.840622258130557e-06
product::13f7fc9df5f3c16d2757b7421bc40ba7,3.0,3.0,6.7697000253125875e-06
product::e0cf79767c5b016251fe139915c59a26,12.0,198.0,8.252490655403201e-05
product::cf88e5bfdc37eafcb2130a618e815438,4.0,6.0,8.431075799756379e-06
product::036734b5a58d5d4f46b0616ddc047ced,16.0,120.0,5.211334432720795e-05
product::ac73a545907ecae37cf969833e3a7959,3.0,3.0,6.882716574778636e-06
product::23bb156d1ade824158d1b0c799f9a641,3.0,3.0,6.986381381872022e-06
product::f5b0aa2b1c596d29597ba3226353fce4,3.0,3.0,6.944040371489907e-06
product::9bf49e13f79afe62919c79d125d81cf8,4.0,6.0,8.154843213835536e-06
product::87178532ea55e247a0cac93f4126e96a,3.0,3.0,6.9728379749946965e-06
product::2756f88aa420dd0c5aa25b2db78d4664,6.0,18.0,1.2783305403013249e-05
product::10bebf92134e2365890500a92a4b2574,3.0,3.0,7.063772032136423e-06
product::89ecac14896f9d0c3d6d44c2095ae987,4.0,6.0,8.19362969282834e-06
product::be75efb07aff79cef2eec7ddc5de3952,3.0,9.0,9.595688916977148e-06
product::00df6fc5f33cc3f7ceec4ec6337d9cd7,3.0,3.0,6.868384292788507e-06
product::637641add87a760737226d3771e1782c,3.0,3.0,6.939693986537041e-06
product::75e28951b0290f7f1e69d609c9ae55cf,3.0,3.0,7.1083479309226054e-06
product::e2e9a22be498ad23b97170cbc20c477c,3.0,6.0,8.521571085450499e-06
product::03d19e503abb1698d26d630c0017b11e,3.0,6.0,8.497901393828421e-06
product::0414ce6ba3643b59fd1e5c8e146c1d8d,4.0,6.0,8.272612420213239e-06
product::9163c7e81fd68452472912c4cde810aa,6.0,24.0,1.6731515894090698e-05
product::14bc0f89b7126bb00dfa6432d85340de,7.0,18.0,1.238275709020364e-05
product::0e474dd27ee6b8386b49a18097d937ae,3.0,3.0,6.886926606753787e-06
product::b6e352d888ba31d8999af279cd63aa24,9.0,33.0,2.014849616915586e-05
product::aea6413d9a7fadfe4a7479cafef92650,4.0,6.0,8.356022897098069e-06
product::8a5835aeef83efa6aa947f84f92deb0e,7.0,18.0,1.2607523501508029e-05
product::0f2d139d3c1f8d504bea138f27a2fad0,4.0,6.0,8.243106195714263e-06
product::28fff36d13d492328583ee2b1d72f78f,3.0,3.0,7.2443443188260234e-06
product::90c6d279023ee6c3b1f494883e90b6a8,3.0,3.0,7.0440448592803315e-06
product::5e53af05c040b01584b81b3549945faf,6.0,51.0,2.7518563838101022e-05
product::a44915c1c247c7de4b5ea38ae2fcf657,3.0,3.0,7.025253472721226e-06
product::01a900ffd5609ad754c38f9dcbce8c6d,3.0,3.0,7.0856600511487515e-06
product::b1688f579e9213539ee21cf15ac4382a,3.0,3.0,6.783023344273961e-06
product::7dd1038514093bf30a37d0865dfef351,3.0,3.0,6.8838538685670795e-06
product::e855e71e84e8f333d5f82f54e22fda48,3.0,3.0,6.985200636349564e-06
product::7bc637a5504e0cfdf08490124d681fd3,4.0,6.0,8.357422350757332e-06
product::a35908642db2ef18437c352a421035ef,4.0,6.0,8.211016460037963e-06
product::d0389f20b3d11de54e1e4561df147683,3.0,3.0,7.19677031278192e-06
product::5cd47d379b62715339c690e8ffe65df4,3.0,3.0,7.0162555362471554e-06
product::65c5f70a0cc1d74c36cb5e8de51582e7,4.0,6.0,8.029611675772594e-06
product::a4800b5d0f4850922208a6cefcffed51,4.0,9.0,9.397945132346669e-06
product::0c71252f37443403376d2008034a7240,5.0,12.0,1.1048482264592232e-05
product::2ee2275c98634bc4a8a6f86b4b08b549,3.0,3.0,6.981318557049542e-06
product::ac934f1d1da9eb814b1158a2b5e20cf5,3.0,3.0,6.871270165499033e-06
product::63dee6756e0e8bbf04e52803409d4673,3.0,6.0,8.251000108669722e-06
product::81a715d81e8758ea2cc757359c2272a4,3.0,3.0,6.854195467905462e-06
product::aefd95d8fa48ead0bcdec7fb758daea0,3.0,3.0,7.4510939940062195e-06
product::bb6b6e173472747c5b94c0b72c4fe56c,3.0,3.0,6.861263962830223e-06
product::24d1e0447bc0f9b43af49837d0a4efd8,6.0,12.0,1.065383687438768e-05
product::b0694770dbbfebe2d48cd288cfce2f85,3.0,3.0,7.492357572184278e-06
product::e5130ccb07bdb4424ec93754a54c917f,5.0,9.0,9.918965382531458e-06
product::fcf41b0fb1a95c8f66330d698d55a532,6.0,21.0,1.3832604657133695e-05
product::df8951356a3ac20689379dffca179561,3.0,3.0,6.867060241976723e-06
product::2c612d9f04a4e74f68ce85d201c704e8,3.0,3.0,6.880238416318419e-06
product::b556497a60ced8b40679401ea55d5076,3.0,3.0,6.813415064266432e-06
product::9bf39940ea9c92c0036e06c6cd577cbd,4.0,6.0,8.13622650432033e-06
product::d7e2d29c1596c2eb1e6e0c85f27cc81f,3.0,3.0,6.9277630082950415e-06
product::1fe7c14d5b10473294330ae485559ea1,3.0,3.0,7.026174444762488e-06
product::1ae80eade3400d1468bf84ce7bd6b479,3.0,3.0,6.797676006961393e-06
product::e7bbc0d43d1f5cb09bab95b664236633,7.0,51.0,2.530638561736248e-05
product::57bdf3098169cccdb62221bd3e089cbd,4.0,9.0,1.0405343421871486e-05
product::03566b85189259c49476f004ad2afd08,3.0,3.0,6.746849280101844e-06
product::7d23cee1130604fd310cd483d918540f,4.0,6.0,8.890816093594034e-06
product::737d944446ee3b1e8c234bc57ecf7ca8,3.0,3.0,6.852388976443302e-06
product::92d2d88b37a70060bd536b8790d9edaa,3.0,3.0,6.965650543008981e-06
product::675f0378d4f337bc076b40d006202ab4,3.0,3.0,6.934421253926821e-06
product::01a5038835acf17f141c7247956b72d6,4.0,6.0,7.947228325484171e-06
product::e17f3829efe631232dabc33c6ab9109f,3.0,3.0,7.110411127545175e-06
product::3e6f2d0265ff6265eb639a8d3027f5a3,3.0,3.0,7.242338012643056e-06
product::0649f548e3fa70d40eb8fd98ecfe6322,3.0,3.0,6.83244496207585e-06
product::38fe6c6d09fdd00ab33136f622b36788,3.0,3.0,6.884863410131216e-06
product::0a4dea9eaeaaea5b7894a9a4ec6ed660,7.0,18.0,1.2604710965676444e-05
product::d00bce745bd975885049ee1b125ce4ea,3.0,3.0,6.810797885090018e-06
product::c9087c6bffed15d6cd627121fb818386,3.0,3.0,7.0459709860065285e-06
product::51d683bed105788944d57dcbba5aa518,3.0,3.0,6.862043597933236e-06
product::98fe8fcab3c57495e05a61bf5946f2a0,4.0,6.0,8.251281245180759e-06
product::e5bd4928528bfa0551202a5e1dfbd3d3,3.0,3.0,6.831160757750976e-06
product::0a197d1436ea67717ce68ebe184b5832,3.0,3.0,6.789952643328667e-06
product::8f5cb6362e19f8120f77484dc5619a6b,3.0,3.0,7.061219603125678e-06
product::3db4edbe90c563f7b6c038f9a690fde1,3.0,3.0,6.8903547099460605e-06
product::108dfaacffadeceb87032609d340722c,3.0,3.0,6.859006523010917e-06
product::eed5cbd74fac3bd79b7c7ec95fa7507d,5.0,15.0,1.2960496003853649e-05
product::5c04d019c44f9f7da2d2b9508871a243,3.0,3.0,7.076520975665448e-06
product::119618b5b8b80a24cd99506dd5424864,3.0,3.0,6.972498424724563e-06
product::9d46bfe46a9812f451dfbd861f711759,4.0,6.0,8.386651336457961e-06
product::ede91e87b28599f661c5322ac25b663a,3.0,3.0,7.0737409537133495e-06
product::22937a73f92a33040ab4e2540355a5d8,3.0,3.0,7.017467478949464e-06
product::85f709dd4e8f207aecdfaeba8581c1f0,4.0,9.0,9.312369310270989e-06
product::b11308cde5c2dc1c7f2f947c62409e76,3.0,3.0,6.903835708991404e-06
product::45f68d6b5c1bdaeb13882fdcb62e4e47,3.0,3.0,6.848392308074913e-06
product::c0d8d4693da67263b21c9b485cd02898,3.0,6.0,8.149698783634205e-06
product::b7103dda72118193411fe5667525c139,4.0,6.0,8.173957867580094e-06
product::84cdff92b3a55fc67a2b0bbdae9b57bf,3.0,3.0,6.851866659736579e-06
product::f3466e14c29ba0ba18ff6362c94ecdfa,3.0,3.0,6.863227615477334e-06
product::ac50a885bf3b6a817bf6a0a2f1e27af4,5.0,9.0,1.0025077793982923e-05
product::407729653f67fdfa6e588c6b0853edd7,5.0,12.0,1.0448717298308806e-05
product::c44fd47f82e429f739693c82c73a43b4,5.0,9.0,9.27490009252476e-06
product::f7b0ee6d481a76a7bed4f0a7d574a6e2,3.0,3.0,6.900496872455033e-06
product::ea5dab9d789df7f5cef0e41002bdf47b,3.0,3.0,6.823466083941875e-06
product::99f265229d46f700208ad7cb1ff48aae,10.0,90.0,4.0534513215983344e-05
product::ca9c04665b3deab07935392e7432cdbe,5.0,21.0,1.4559745240403084e-05
product::1975ce374d56d707bd8b88065779de72,3.0,9.0,9.505421269305513e-06
product::af940e731a7251787895cdd64cfc3f21,4.0,6.0,8.10425249645278e-06
product::dd735a55e6c75fb8fbe93e14d1c3bf07,3.0,3.0,6.9739155887305994e-06
product::b22be29b1a6f923436642bb5fe433071,3.0,3.0,6.9739155887305994e-06
product::a4944a8b60acfe399f15f45892bc5639,3.0,3.0,6.862043597933236e-06
product::74706845a60b5ad457b7fa501aca8b93,3.0,6.0,8.236039442253724e-06
product::1574ed2c73e4465c572f68dd77528203,4.0,12.0,1.1071413969290318e-05
product::cb4ea8f55c5245555696ae22ce0ea921,3.0,6.0,8.174172928639426e-06
product::62e2471b884366ac7e2f2b28c3ed62a5,4.0,9.0,9.40253121021617e-06
product::53090d94b00b6613c77382b7f4617d2b,5.0,9.0,9.234479597211639e-06
product::35255921c732e0e9319097469d856cd5,3.0,3.0,7.1797119384234165e-06
product::d6c17244033c5af6859b05cc925c8478,3.0,3.0,6.744528567321172e-06
product::8d117b157de0b1a41b75de2833fd4f6e,6.0,9.0,9.636250759808447e-06
product::d60c7a798d6fb6242ca9ace328f624e0,4.0,9.0,9.537556580962187e-06
product::a2a1d57880bb40e60b59530ba0177ccf,5.0,21.0,1.4769457071131344e-05
product::906d93d08e875d127239f1fcb1561500,3.0,3.0,6.9172088039329605e-06
product::77bf7a2b26ff90d99d4af927102f1e8d,3.0,3.0,6.875073276352338e-06
product::b658e76d7f0fddb37f87ac02a5fa2554,3.0,3.0,6.794903186801429e-06
product::e2a73ef4fc3f78da8824aaec109a2676,3.0,6.0,8.147477141269834e-06
product::88a3a882d28c386d79c18ac2141eaea1,5.0,9.0,9.091303523722022e-06
product::dd30ac2295f4efcd58173d3043f8216b,4.0,6.0,8.071339398750206e-06
product::fc2053a22dde0b067898ea436a86ec6e,3.0,3.0,6.852342252822733e-06
product::a55b9bc476c34d53d8f3f27c922f6374,3.0,9.0,9.616895649444935e-06
product::4b23856b5ce1e62e9c09c7b952cfd9cf,3.0,3.0,7.247195832229901e-06
product::3904e66405ea8ec8d104534682a38c6d,5.0,12.0,1.0796175432659456e-05
product::a4f6f1f22e3d5cae41187879ded62616,3.0,3.0,6.925266843427301e-06
product::24decea9d84c24b8c6c53a2df90066e9,4.0,6.0,8.231672053978558e-06
product::7aa1ab866537ff58ef91e90e3df92134,5.0,9.0,9.252104397650852e-06
product::73824b1ce8126cd05ce6e1a0aedb4797,3.0,3.0,6.868127587628097e-06
product::553e0e7590d3116a072507a3635d2877,11.0,96.0,4.193665073960337e-05
product::505cad9f6344882dd263949375dd97f5,3.0,3.0,7.220668600312442e-06
product::f46fbfe2831e5813c0e41812ad5a6228,3.0,3.0,6.99583883625155e-06
product::25fed921a4e724b34b87435bac8cb845,3.0,3.0,6.934421253926821e-06
product::6408c33baecf128bc76222e5863f85c2,4.0,9.0,9.235556478919875e-06
product::c05445666d793190048c0ec1d0bb7f0f,3.0,3.0,7.050438787668367e-06
product::bab0f1cf32896c9fca000edaf3e36410,3.0,3.0,6.884201866478195e-06
product::7bdb28a55646012fb3348058d629d9bc,4.0,15.0,1.2776398361653073e-05
product::329c661807f085964b1877bfeca6ff73,4.0,6.0,8.06062378650409e-06
product::1f7d5ed869623b79db194aaed277d963,3.0,3.0,6.8995941121733925e-06
product::fa35b4bf358c776e80d08e8079dc1d4e,3.0,3.0,7.082651245853378e-06
product::9bd15113e791933a5d0c59c00d9add5c,3.0,12.0,1.0651827389761688e-05
product::5fc604f5f76a23b94565f06a830fa835,3.0,6.0,8.418706753173424e-06
product::91b3eea4ab6c21d2f61d53597e49bf3f,3.0,3.0,7.008224410922053e-06
product::dca9904850a1b13faa65450fbd000a3d,3.0,6.0,8.232656861939e-06
product::efc176bdfdf6a6e5e9c4ba7c2de4978c,3.0,3.0,6.9010715646329865e-06
product::52b1c0366d4346d02fe4ca6e7c88e32e,4.0,6.0,8.176153474605035e-06
product::e1717ed4c8d10ca8117e64019d6cb0d0,3.0,3.0,6.865349084963516e-06
product::accbae01c370247dd0aa8d735f9ff675,3.0,3.0,6.915096462437691e-06
product::a9b9032e79635ad9618808cfdd644c77,4.0,12.0,1.1012739864078898e-05
product::731599825523e54feea5f4678ca8f54f,4.0,12.0,1.0846663755475843e-05
product::2255cd8a319ac848b0e25c6702f2a139,4.0,6.0,8.248936912047153e-06
product::013e6676e0e3529e5909ff54370daddf,5.0,24.0,1.492127023525507e-05
product::0b1c9f47ac2b26c6bc77bebf7362eb40,3.0,3.0,7.0572807188347475e-06
product::e8bcdbe05fc628060f32e367d5e5f4d1,3.0,3.0,7.089306945713161e-06
product::8e6530e49c89cea1759a5876a193a777,3.0,3.0,6.934385815289263e-06
product::5e485a77230bcac5c7506a77a9f71267,5.0,9.0,8.99090078782821e-06
product::68b9af8698585855f2503727e150d453,3.0,3.0,6.847689579930701e-06
product::dbb9d74e911f8db0dd4d85878064ceb3,5.0,6.0,8.11029382923695e-06
product::25c774ad0d618117638d514f121dc66f,3.0,3.0,7.011357480301363e-06
product::3b037eb584c1cf92fb419eab507121c6,3.0,3.0,6.85541965329254e-06
product::be3b8f91ced393f1ce60aacfb6a04c1d,4.0,9.0,9.434090203989475e-06
product::76bfc9b1b1f332cfe28e1480389a38ca,4.0,6.0,8.632776484940041e-06
product::c13c5440806b11208f75186e47cc8013,3.0,3.0,6.886316452940114e-06
product::fbaefac04950112a7da468bc016cc257,4.0,9.0,9.830767771859848e-06
product::d1859a58e608b68f4066e0c77e526ef1,3.0,12.0,1.0424153369035586e-05
product::155815f7173905f1e5cde0b82adfc113,4.0,9.0,9.529656414425317e-06
product::cebad0ed16ecd450b97d2be843d3da86,3.0,3.0,6.988424926723542e-06
product::67fc455b96e0908bc5e0d917237b2977,6.0,18.0,1.3489671662675845e-05
product::1cc5f038fa8645580602fb2423d3a50a,4.0,9.0,9.280074256851959e-06
product::179d856fee39496cee35298e31e2bc6d,3.0,3.0,6.9833817536721114e-06
product::111a3ef82d77e13260a73fbf58c41da5,5.0,18.0,1.3010205378606912e-05
product::1f48020881e631a1f4077698cc78204a,4.0,12.0,1.0148978627416325e-05
product::a21ff4d1a65a23c7e676469d24434a00,3.0,3.0,7.085125671931447e-06
product::70d105fdaaef81ef28419e11afe0372c,4.0,6.0,8.107120295300426e-06
product::baf25ed4f8f70238cc87230379471454,3.0,3.0,7.008540813298127e-06
product::332f784cac57e18f1194e8156ad5bd9d,3.0,3.0,6.934380974247013e-06
product::6d9bbcfa5f0e5aeef4157f4e6b0047c3,3.0,3.0,6.902294726039025e-06
product::a8e59319e3c44b5af3a5412d713af5bb,3.0,3.0,6.877815243510334e-06
product::df5032e775a51867fcd72f5b742f2f33,3.0,3.0,7.016318025893231e-06
product::215350c42aaf9bcdd3fab5301453d7a9,3.0,3.0,6.927709695450644e-06
product::6f67fbf87e4b17a1aa8abfe2a0ffc7e4,4.0,6.0,8.11760787833449e-06
product::f2466c43ec41d6b64dcc6337d5e5a6ea,3.0,3.0,7.02810053816166e-06
product::4f90c408cc89d73465ffd286ac21ae4b,4.0,6.0,8.271584921048773e-06
product::79d7da51bcd8d7722a6db7b3c285e218,3.0,3.0,7.0059508754312695e-06
product::e6b1fb4c720a25db36b934075d87b42a,3.0,3.0,7.07441105542231e-06
product::824d0f65de327bae9d13bbc23528c79a,4.0,9.0,9.378989700144742e-06
product::8370d380081c2d0956d4d134e445854f,3.0,3.0,6.781866120545787e-06
product::e4bc98f06b9893b763bb17a152219b87,6.0,21.0,1.4357954126006608e-05
product::908071e6f99433fe356fcfaa41fd1d1e,3.0,3.0,6.943250581689765e-06
product::4be2adcd3d80c43a90cb97d7efbeedc4,3.0,3.0,7.040818093706587e-06
product::19445bdaf8aa12c9f56199be2b2d56e0,4.0,9.0,9.197833151916647e-06
product::62f68be290c2e9c8403e306bd023041c,3.0,3.0,7.058984351927019e-06
product::98615693c104cb69e8746bdbad198317,8.0,27.0,1.6920782857543606e-05
product::94cff684a6f115a32507988ff6541801,3.0,3.0,7.128483607951865e-06
product::66d92b0c49af34728904a73c26e9e59a,3.0,6.0,8.115843756078399e-06
product::bae1013381fa74d68d18c89d313f97eb,3.0,6.0,8.21118419931142e-06
product::1764de90ccf31194230a1d33c9cb7dfd,3.0,3.0,7.2668915475203355e-06
product::bea6df30df5a4d9e7edb50d44857dd54,4.0,6.0,7.93184723151441e-06
product::967f92d9c1776171b28840fb8b644c36,3.0,3.0,6.9420952022491346e-06
product::531e80cf1d0a71c020c1814e474a2045,3.0,6.0,8.412251040539561e-06
product::77a399638eca91f6fa1a508a30e01565,4.0,6.0,8.531185333771081e-06
product::adc8132abcc96431b15f204ddeef5c5f,3.0,3.0,6.866578472286956e-06
product::adef273b1a927ad364e14a52e7f4ce2c,3.0,3.0,6.953655424751182e-06
product::c9fbc1aa8e59ad7525f82fd8a5cb2337,4.0,6.0,9.11259220064264e-06
product::72c4d61f2a2924a2d4515bc9c7fcd704,3.0,3.0,7.160408016875338e-06
