node_id,node_type,node_value,node_record_count,node_unique_orders,node_mean_risk,node_late_rate,node_low_review_rate,node_mean_freight,node_mean_delay_days
customer_state::rr,customer_state,rr,52,46,0.27326803963810725,0.21153846153846154,0.25,42.98442307692308,-16.975499688390315
customer_state::al,customer_state,al,444,411,0.25031623577126577,0.2702702702702703,0.24324324324324326,35.843671171171174,-8.210096880734902
customer_state::ma,customer_state,ma,824,740,0.23526800020983527,0.22694174757281554,0.23300970873786409,38.25700242718447,-9.307240201366415
customer_state::ce,customer_state,ce,1478,1327,0.22621928359195778,0.18267929634641408,0.20974289580514208,32.71420162381597,-10.468323560366862
customer_state::se,customer_state,se,385,345,0.22329395564772953,0.18441558441558442,0.21298701298701297,36.65316883116883,-9.396410624098124
customer_state::pi,customer_state,pi,542,493,0.22085624430251702,0.18450184501845018,0.18450184501845018,39.147970479704796,-10.89403805991185
customer_state::pa,customer_state,pa,1080,970,0.21488027192940096,0.14537037037037037,0.20555555555555555,35.83268518518519,-13.532705214763373
customer_state::ba,customer_state,ba,3799,3358,0.21130259087953138,0.16320084232692814,0.1984732824427481,26.363958936562252,-10.342248048341181
customer_state::pe,customer_state,pe,1806,1648,0.20960557685657197,0.13178294573643412,0.17940199335548174,32.917862679955704,-12.740591027593208
customer_state::pb,customer_state,pb,602,532,0.20958493083759236,0.1362126245847176,0.17109634551495018,42.72380398671096,-12.36295040836102
customer_state::rj,customer_state,rj,14579,12762,0.19569943816725452,0.15577200082310172,0.2220316894162837,20.960923931682558,-11.330338891572225
customer_state::rn,customer_state,rn,529,482,0.19242862693742926,0.11720226843100189,0.15122873345935728,35.6523629489603,-13.248211488307778
customer_state::to,customer_state,to,315,279,0.1907024734184098,0.1365079365079365,0.13333333333333333,37.24660317460317,-11.656614620076425
customer_state::ro,customer_state,ro,278,247,0.18854745966717712,0.05755395683453238,0.16546762589928057,41.06971223021583,-19.209905637989607
customer_state::mt,customer_state,mt,1055,903,0.1846337144707072,0.08341232227488152,0.16492890995260664,28.166284360189575,-13.864482172634721
customer_state::es,customer_state,es,2256,2025,0.1829523557915128,0.13430851063829788,0.15913120567375885,22.058776595744682,-9.978034667327455
customer_state::ap,customer_state,ap,82,68,0.18277722252474485,0.06097560975609756,0.07317073170731707,34.00609756097561,-17.698610052506776
customer_state::ac,customer_state,ac,92,81,0.17989029208896734,0.043478260869565216,0.16304347826086957,40.07336956521739,-20.24277507296699
customer_state::go,customer_state,go,2333,2007,0.1788211813856429,0.10072867552507501,0.1564509215602229,22.76681525932276,-11.606748126716516
customer_state::am,customer_state,am,165,147,0.17763432376048482,0.05454545454545454,0.17575757575757575,33.20539393939394,-19.13901627384961
customer_state::sc,customer_state,sc,4176,3612,0.17672460473097606,0.11326628352490421,0.16331417624521072,21.47036877394636,-10.894507356299666
customer_state::df,customer_state,df,2406,2125,0.1733539395710877,0.09393183707398171,0.1629260182876143,21.04135494596841,-11.504786670957637
customer_state::ms,customer_state,ms,819,709,0.1719486407368426,0.11721611721611722,0.16483516483516483,23.374884004884002,-10.543444127888574
customer_state::rs,customer_state,rs,6235,5432,0.17159142418639592,0.08404170008019246,0.15300721732157177,21.73580433039294,-13.409374725266566
customer_state::mg,customer_state,mg,13129,11544,0.16010282612488455,0.06976921319217,0.14426079670957423,20.63016680630665,-12.629837046134794
customer_state::pr,customer_state,pr,5740,4998,0.155508246298488,0.06289198606271777,0.1440766550522648,20.531651567944248,-12.780218918368499
customer_state::sp,customer_state,sp,47449,41375,0.14224353152380476,0.07770448270774938,0.13667305949545827,15.147275390419185,-10.545939962927056
